,customer_id,address,postcode,state,country,property_valuation,earnings
42,117,185 Pennsylvania Way,4226,QLD,Australia,6,6917.34
43,118,432 Longview Circle,3192,VIC,Australia,10,3550.0999999999995
44,119,5814 Bunker Hill Street,3070,VIC,Australia,7,4217.24
45,122,5 Prairie Rose Road,4817,QLD,Australia,2,2695.2200000000003
46,124,739 Elmside Way,3074,VIC,Australia,8,4054.25
47,126,8 Hagan Hill,4508,QLD,Australia,4,1096.46
48,127,0 Pearson Crossing,4405,QLD,Australia,1,3993.71
49,131,352 Forster Place,4132,QLD,Australia,3,5494.91
50,133,19392 7th Trail,4744,QLD,Australia,1,803.8900000000001
51,135,9674 Graceland Junction,3201,VIC,Australia,6,4549.5
52,136,638 Thackeray Junction,4178,QLD,Australia,3,3543.2000000000003
53,139,215 Lindbergh Trail,4401,QLD,Australia,1,5161.44
54,140,829 Washington Crossing,3186,VIC,Australia,9,2699.9
55,142,68063 Blue Bill Park Center,3058,VIC,Australia,9,3917.3399999999997
56,143,15673 Farmco Point,4017,QLD,Australia,6,2474.77
57,148,03 Granby Parkway,3216,VIC,Australia,8,3268.4
58,149,939 Coleman Pass,4509,QLD,Australia,7,1680.6599999999999
59,150,69914 Bowman Place,2330,NSW,Australia,7,2446.51
60,151,34457 Springview Street,2759,NSW,Australia,9,5665.410000000001
61,152,992 Old Shore Trail,2069,NSW,Australia,12,1966.88
62,153,453 Sheridan Street,2747,NSW,Australia,8,5522.509999999999
63,154,8 Mccormick Crossing,2227,NSW,Australia,8,683.6300000000001
64,155,63344 Holmberg Crossing,2025,NSW,Australia,10,1088.42
65,156,9 Huxley Circle,3191,VIC,Australia,11,3095.3699999999994
66,157,0 Hazelcrest Road,3025,VIC,Australia,8,294.0099999999999
67,158,2 Continental Plaza,2263,NSW,Australia,6,4627.35
68,159,80 Duke Terrace,2233,NSW,Australia,10,2935.3700000000003
69,160,860 Hintze Lane,2154,NSW,Australia,11,2614.1600000000003
70,161,3723 Bunker Hill Circle,2065,NSW,Australia,10,459.46000000000015
71,162,5 Corry Court,2119,NSW,Australia,10,1329.61
72,163,65105 Sommers Pass,3016,VIC,Australia,10,1101.28
73,164,2054 Sommers Pass,4113,QLD,Australia,4,786.1400000000001
74,165,22371 Miller Trail,2032,NSW,Australia,10,6107.04
75,166,35807 Oneill Way,4300,QLD,Australia,4,4063.66
76,167,75612 Clarendon Junction,4352,QLD,Australia,6,5993.34
77,168,16 Golf View Center,3020,VIC,Australia,6,5800.6
78,169,93 Iowa Junction,2116,NSW,Australia,9,696.26
79,170,48 Cascade Terrace,3057,VIC,Australia,8,1779.68
80,171,13950 Jackson Avenue,2099,NSW,Australia,11,4833.14
81,172,35386 Mockingbird Road,3749,VIC,Australia,4,2348.66
82,173,2 Randy Point,2766,NSW,Australia,8,6549.509999999999
83,174,6898 Redwing Park,2148,NSW,Australia,9,7628.24
84,175,52273 Bay Place,3145,VIC,Australia,11,2170.54
85,176,272 Montana Avenue,2021,NSW,Australia,8,3025.56
86,177,82520 Mifflin Drive,2333,NSW,Australia,5,4108.599999999999
87,178,8 Dixon Parkway,2783,NSW,Australia,7,2184.58
88,179,4 Dayton Terrace,2280,NSW,Australia,9,1814.59
89,180,216 Barnett Junction,4120,QLD,Australia,8,4065.35
90,181,8256 Annamark Court,3638,VIC,Australia,1,2365.24
91,182,83012 Dapin Lane,4300,QLD,Australia,4,5409.120000000001
92,183,8 Haas Park,2074,NSW,Australia,10,3187.84
93,184,50 Meadow Ridge Way,2880,NSW,Australia,1,2181.35
94,185,3567 Northfield Lane,2430,NSW,Australia,5,3547.6800000000003
95,186,0059 Brentwood Road,4560,QLD,Australia,7,2166.17
96,187,0274 Oneill Alley,2088,NSW,Australia,10,3014.88
97,188,4179 Carioca Terrace,2220,NSW,Australia,11,2658.87
98,189,59265 Sullivan Junction,3031,VIC,Australia,4,5329.98
99,190,7 Warbler Point,2250,NSW,Australia,9,704.2800000000002
100,191,3 Buell Park,2261,NSW,Australia,7,834.9399999999999
101,192,0 Bay Center,3196,VIC,Australia,6,1519.4700000000003
102,193,10878 Waywood Way,4352,QLD,Australia,7,2551.5
103,194,362 Mayer Terrace,4680,QLD,Australia,5,2608.28
104,195,43 Upham Crossing,3143,VIC,Australia,9,9633.41
105,196,0 Superior Drive,2747,NSW,Australia,8,3737.9999999999995
106,197,8890 Golden Leaf Street,2063,NSW,Australia,12,3651.7100000000005
107,198,5484 Hagan Crossing,3021,VIC,Australia,7,6631.87
108,199,7451 Jana Lane,2138,NSW,Australia,8,2650.53
109,200,7 Havey Point,4005,QLD,Australia,2,7283.86
110,201,32 Steensland Plaza,2233,NSW,Australia,9,4369.02
111,202,107 Elmside Parkway,4811,QLD,Australia,5,1295.91
112,203,2 Gina Junction,2085,NSW,Australia,11,1481.1200000000001
113,204,4 Londonderry Lane,3084,VIC,Australia,10,6287.29
114,205,39716 Vera Junction,3170,VIC,Australia,9,2008.2699999999998
115,206,183 Ronald Regan Street,2066,NSW,Australia,9,3816.6499999999996
116,207,2 Thierer Road,4113,QLD,Australia,8,1430.93
117,208,056 Stone Corner Alley,4078,QLD,Australia,7,3342.02
118,209,528 Mandrake Crossing,2222,NSW,Australia,11,3081.0700000000006
119,210,19969 5th Parkway,3152,VIC,Australia,9,2957.03
120,211,78 Rockefeller Park,2159,NSW,Australia,10,4090.05
121,212,417 Transport Trail,4503,QLD,Australia,4,1790.41
122,213,6327 Lunder Crossing,4655,QLD,Australia,4,7534.4800000000005
123,214,811 Tony Road,4220,QLD,Australia,9,1595.7299999999998
124,215,0 Northport Court,4012,QLD,Australia,3,3889.3900000000003
125,216,231 Havey Court,2153,NSW,Australia,10,2152.05
126,217,603 Kenwood Avenue,2070,NSW,Australia,11,2118.1800000000003
127,218,09040 Myrtle Parkway,2015,NSW,Australia,8,1476.17
128,219,05241 Shelley Park,2776,NSW,Australia,8,1688.33
129,220,7 Pankratz Point,3011,VIC,Australia,8,4304.11
130,221,51 Crescent Oaks Parkway,2761,NSW,Australia,8,3865.6800000000003
131,222,49 Emmet Junction,2015,NSW,Australia,11,1428.06
132,223,78 Surrey Place,2502,NSW,Australia,7,4082.09
133,224,6236 Summerview Terrace,2110,NSW,Australia,12,3692.09
134,225,682 Sheridan Avenue,2566,NSW,Australia,9,1587.5500000000002
135,226,04139 Delladonna Place,2519,NSW,Australia,7,1173.8600000000001
136,227,2 Scott Circle,2506,NSW,Australia,9,3906.03
137,228,92253 Kensington Drive,2209,NSW,Australia,7,3719.75
138,229,93 Westend Terrace,2116,NSW,Australia,10,1811.84
139,230,4 5th Point,2075,NSW,Australia,11,5319.63
140,231,11667 Blackbird Street,2226,NSW,Australia,10,2344.5200000000004
141,232,0 Sommers Circle,2145,NSW,Australia,9,3157.59
142,233,2 Northridge Street,2508,NSW,Australia,10,2187.09
143,234,816 Spohn Center,2036,NSW,Australia,10,5763.129999999999
144,235,98 Service Court,2018,NSW,Australia,8,4685.82
145,236,6 Morning Park,3666,VIC,Australia,2,2434.64
146,237,4263 Hanson Place,2021,NSW,Australia,11,3635.04
147,238,6159 Katie Street,2750,NSW,Australia,8,3112.57
148,239,95 Eliot Street,4514,QLD,Australia,3,5928.23
149,240,0 Westend Park,2525,NSW,Australia,9,2338.2099999999996
150,241,39988 Porter Pass,4152,QLD,Australia,7,1922.82
151,242,0796 Melody Park,2200,NSW,Australia,9,2558.7
152,243,2914 Vahlen Lane,2250,NSW,Australia,8,2193.55
153,244,65 Kinsman Trail,3023,VIC,Australia,6,3269.2
154,245,07227 Hoard Terrace,3500,VIC,Australia,1,2213.0199999999995
155,246,25503 Evergreen Drive,4300,QLD,Australia,5,3174.16
156,247,2 2nd Plaza,2283,NSW,Australia,4,4913.16
157,248,122 Melrose Drive,2102,NSW,Australia,10,3193.3199999999997
158,249,37024 Anniversary Place,2204,NSW,Australia,11,2236.1299999999997
159,250,91141 Huxley Parkway,2040,NSW,Australia,10,2963.23
160,251,04 Fallview Trail,2749,NSW,Australia,8,1210.0
161,252,8029 Gulseth Center,2304,NSW,Australia,7,2597.64
162,253,77248 Columbus Drive,2340,NSW,Australia,7,1191.29
163,254,0850 Schmedeman Drive,3580,VIC,Australia,1,6780.95
164,255,131 Northfield Parkway,3355,VIC,Australia,2,6813.82
165,256,5130 Manley Court,2287,NSW,Australia,7,1728.6599999999999
166,257,879 Coolidge Point,2324,NSW,Australia,5,3650.53
167,258,6759 Nevada Point,2323,NSW,Australia,6,1642.58
168,259,8208 Parkside Point,2320,NSW,Australia,6,2124.65
169,260,15 Straubel Way,4680,QLD,Australia,2,3381.41
170,261,7 Eastlawn Street,2346,NSW,Australia,1,4033.1499999999996
171,262,42067 Duke Terrace,2031,NSW,Australia,10,2117.8599999999997
172,263,50 Everett Way,2064,NSW,Australia,9,3476.94
173,264,454 Green Ridge Avenue,2176,NSW,Australia,10,1025.2999999999997
174,265,19220 Evergreen Crossing,3195,VIC,Australia,9,2692.9100000000003
175,266,109 Tomscot Avenue,2010,NSW,Australia,10,1742.83
176,267,48 Arizona Drive,2768,NSW,Australia,10,2337.9900000000002
177,268,92 Lyons Place,2752,NSW,Australia,9,2713.19
178,269,47 Jana Junction,3802,VIC,Australia,7,1668.85
179,270,90173 Oneill Place,3071,VIC,Australia,10,4625.21
180,271,6262 Elgar Avenue,4735,QLD,Australia,2,1026.2700000000002
181,272,5668 Corscot Circle,2065,NSW,Australia,12,3842.0699999999997
182,273,8 Texas Plaza,3081,VIC,Australia,9,6519.24
183,274,32062 Oak Terrace,3205,VIC,Australia,8,790.0600000000001
184,275,07158 Roth Pass,2165,NSW,Australia,4,4126.6
185,276,370 Portage Parkway,3125,VIC,Australia,8,1107.9499999999998
186,277,19795 Bultman Circle,4214,QLD,Australia,8,1757.29
187,278,3 Corscot Crossing,2030,NSW,Australia,12,827.1599999999999
188,279,34 Kim Center,2036,NSW,Australia,11,2455.93
189,280,8 Starling Pass,2767,NSW,Australia,8,6304.71
190,281,36 Vidon Parkway,2798,NSW,Australia,6,2233.67
191,282,8 Riverside Place,4211,QLD,Australia,5,624.15
192,283,28604 Bellgrove Circle,4508,QLD,Australia,6,4792.789999999999
193,284,2 Cottonwood Road,2032,NSW,Australia,11,3251.4199999999996
194,285,58 Parkside Hill,2117,NSW,Australia,12,2626.74
195,286,747 Thackeray Circle,4551,QLD,Australia,7,1954.7
196,287,5583 Prairie Rose Trail,2765,NSW,Australia,8,1408.91
197,288,071 Cardinal Point,3064,VIC,Australia,7,1808.7299999999996
198,289,7169 North Lane,2023,NSW,Australia,9,3924.11
199,290,6923 Tennessee Circle,2766,NSW,Australia,9,3368.2799999999997
200,291,8207 Cascade Court,3810,VIC,Australia,5,605.01
201,292,2 Brentwood Place,4151,QLD,Australia,8,3631.6000000000004
202,293,00 5th Lane,2830,NSW,Australia,2,1991.9300000000003
203,294,807 Beilfuss Crossing,3030,VIC,Australia,7,5509.67
204,295,76 Graedel Street,4812,QLD,Australia,6,4539.9
205,296,29886 Crownhardt Crossing,2141,NSW,Australia,8,2515.29
206,297,1 Drewry Junction,3810,VIC,Australia,7,3599.1800000000003
207,298,83 Brickson Park Drive,3029,VIC,Australia,8,4382.48
208,299,95 Almo Junction,2173,NSW,Australia,9,6897.920000000001
209,300,08 Golf View Plaza,3199,VIC,Australia,9,3475.9
210,301,6170 Buena Vista Way,2320,NSW,Australia,7,89.71000000000001
211,302,0 Orin Place,4506,QLD,Australia,7,182.81000000000017
212,303,20924 Banding Crossing,2516,NSW,Australia,9,3247.08
213,304,91193 Petterle Road,2035,NSW,Australia,11,2785.0400000000004
214,305,01459 Fremont Place,2747,NSW,Australia,4,2229.2799999999997
215,306,58 Spenser Circle,3030,VIC,Australia,3,239.35000000000002
216,307,93 Lawn Park,3152,VIC,Australia,9,3660.95
217,308,5982 Mosinee Avenue,3340,VIC,Australia,5,4086.21
218,309,37006 Hoard Circle,3182,VIC,Australia,7,2208.58
219,310,06 Corry Pass,2450,NSW,Australia,9,4744.19
220,311,099 Nova Plaza,2227,NSW,Australia,10,4054.4800000000005
221,312,252 Mockingbird Plaza,2216,NSW,Australia,10,4570.38
222,313,990 Kensington Park,3796,VIC,Australia,8,3186.6300000000006
223,314,706 Anniversary Alley,3064,VIC,Australia,3,3200.15
224,315,52 Corben Place,3197,VIC,Australia,10,2200.11
225,316,4270 Loeprich Lane,3064,VIC,Australia,7,2158.71
226,317,2 Clyde Gallagher Drive,2232,NSW,Australia,10,2766.2700000000004
227,318,671 American Ash Way,2365,NSW,Australia,2,3632.1800000000003
228,319,93 American Ash Avenue,2747,NSW,Australia,8,3955.91
229,320,1108 Nevada Junction,4701,QLD,Australia,2,7204.66
230,321,41 Spaight Road,4503,QLD,Australia,5,2006.1799999999998
231,322,5 Schurz Place,4350,QLD,Australia,6,10336.77
232,323,82 8th Alley,4210,QLD,Australia,9,2020.73
233,324,84 Lawn Way,2223,NSW,Australia,9,1779.6999999999998
234,325,0 Coolidge Avenue,4122,QLD,Australia,8,4465.08
235,326,0 Graceland Plaza,2515,NSW,Australia,10,1201.2499999999998
236,327,8717 Mandrake Place,4214,QLD,Australia,8,3498.63
237,328,2 Thierer Lane,3437,VIC,Australia,8,2357.8
238,329,19507 Red Cloud Park,3338,VIC,Australia,4,3618.01
239,330,3 Golf Course Avenue,2203,NSW,Australia,9,5296.799999999999
240,331,042 Bunker Hill Avenue,2088,NSW,Australia,8,4404.67
241,332,45793 Nancy Plaza,4226,QLD,Australia,8,239.35000000000002
242,333,314 Northland Plaza,4213,QLD,Australia,5,3186.7200000000003
243,334,3093 Mockingbird Place,3356,VIC,Australia,2,2127.59
244,335,82 Mcbride Trail,3223,VIC,Australia,6,456.9899999999999
245,336,24044 Bonner Hill,3032,VIC,Australia,8,2598.16
246,337,1 Rowland Circle,3105,VIC,Australia,10,3388.8199999999997
247,338,7 Arapahoe Pass,3101,VIC,Australia,12,2343.71
248,339,7905 Spaight Alley,2763,NSW,Australia,8,4327.24
249,340,8 Grayhawk Circle,2089,NSW,Australia,10,2781.3599999999997
250,341,3 Lyons Road,2759,NSW,Australia,8,955.0799999999999
251,342,72419 Eagan Road,2040,NSW,Australia,10,468.8599999999999
252,343,6860 Green Ridge Avenue,2126,NSW,Australia,11,5193.5599999999995
253,344,85 Straubel Park,2147,NSW,Australia,9,8101.26
254,345,08 Ronald Regan Plaza,2251,NSW,Australia,9,3971.46
255,346,44621 Linden Drive,2155,NSW,Australia,10,6420.7
256,347,3 Moulton Lane,2153,NSW,Australia,9,8326.369999999999
257,348,7633 Mayer Plaza,2768,NSW,Australia,10,2071.99
258,349,98 Westerfield Trail,3127,VIC,Australia,11,1669.26
259,350,1826 Hazelcrest Park,3087,VIC,Australia,9,1008.7100000000003
260,351,98 Sutteridge Point,3131,VIC,Australia,10,1438.6200000000001
261,352,6 Sunbrook Center,4350,QLD,Australia,6,4404.4
262,353,143 Elka Circle,3134,VIC,Australia,9,6792.83
263,354,0293 Porter Crossing,2830,NSW,Australia,5,3101.72
264,355,7447 Nevada Park,2193,NSW,Australia,8,2662.75
265,356,7 Park Meadow Drive,4055,QLD,Australia,3,2358.0
266,357,780 Carberry Place,3199,VIC,Australia,9,4455.49
267,358,5337 Dennis Pass,2170,NSW,Australia,9,1405.99
268,359,7 Debs Point,2322,NSW,Australia,4,2921.7599999999998
269,360,708 Russell Parkway,2530,NSW,Australia,7,5070.23
270,361,66286 Homewood Alley,2075,NSW,Australia,11,3428.15
271,362,8728 Express Way,2340,NSW,Australia,7,463.02
272,363,93583 Moland Way,2066,NSW,Australia,12,9458.17
273,364,18264 Maryland Way,4217,QLD,Australia,9,3329.9700000000003
274,365,411 Homewood Lane,4020,QLD,Australia,5,4724.04
275,366,8 Mariners Cove Drive,2096,NSW,Australia,10,2692.7
276,367,279 Jenna Circle,2179,NSW,Australia,12,2022.2000000000003
277,368,382 Maywood Parkway,4127,QLD,Australia,6,3939.7299999999996
278,369,6085 Petterle Circle,3130,VIC,Australia,10,3931.7699999999995
279,370,06324 Michigan Trail,4570,QLD,Australia,4,3290.26
280,371,92808 Mallard Terrace,3215,VIC,Australia,4,5004.52
281,372,841 Anderson Drive,3101,VIC,Australia,8,2598.13
282,373,67884 Fair Oaks Parkway,3931,VIC,Australia,9,1103.43
283,374,1823 Judy Center,3165,VIC,Australia,10,5271.75
284,375,953 Eliot Crossing,2166,NSW,Australia,9,487.99999999999994
285,376,90761 Shasta Pass,3936,VIC,Australia,7,368.1700000000001
286,377,259 Barnett Crossing,2265,NSW,Australia,5,4124.42
287,378,0 Brown Trail,2203,NSW,Australia,9,3236.3199999999997
288,379,3467 Prairie Rose Lane,3034,VIC,Australia,7,640.9300000000001
289,380,24 Scoville Parkway,4670,QLD,Australia,1,6196.16
290,381,010 Namekagon Parkway,2062,NSW,Australia,12,4534.240000000001
291,382,99826 Steensland Avenue,2162,NSW,Australia,5,1657.4499999999998
292,383,28809 Mesta Pass,4170,QLD,Australia,8,987.4899999999999
293,384,201 Randy Parkway,3033,VIC,Australia,7,2917.59
294,385,58211 Surrey Crossing,2170,NSW,Australia,9,5220.5199999999995
295,386,720 Menomonie Avenue,2749,NSW,Australia,8,2415.9700000000003
296,387,4604 Cordelia Drive,2144,NSW,Australia,10,3417.7799999999997
297,388,3788 Service Trail,3805,VIC,Australia,8,1834.0300000000002
298,389,8 Holy Cross Center,2047,NSW,Australia,9,2123.26
299,390,740 Calypso Drive,2100,NSW,Australia,10,869.5600000000001
300,391,9457 Arizona Plaza,2642,NSW,Australia,2,1315.06
301,392,75 Bartillon Street,3228,VIC,Australia,8,5025.3099999999995
302,393,7 Reinke Junction,2145,NSW,Australia,10,866.5799999999999
303,394,7343 Washington Road,2287,NSW,Australia,5,5445.46
304,395,3 Valley Edge Trail,3444,VIC,Australia,7,3528.19
305,396,32 Farragut Avenue,2076,NSW,Australia,11,4647.13
306,397,5 Florence Hill,4124,QLD,Australia,7,2618.0
307,398,095 Prairieview Circle,3191,VIC,Australia,12,795.1399999999998
308,399,47226 Algoma Place,4305,QLD,Australia,3,5020.5
309,400,564 Northview Junction,3195,VIC,Australia,11,2688.92
310,401,5359 Alpine Hill,2579,NSW,Australia,5,3643.0299999999997
311,402,586 Miller Parkway,2835,NSW,Australia,1,4965.43
312,403,32571 Dixon Center,3337,VIC,Australia,3,2358.2599999999998
313,404,333 Bunting Crossing,2536,NSW,Australia,4,4874.55
314,405,1 Red Cloud Street,2770,NSW,Australia,8,3338.3399999999997
315,406,07 New Castle Circle,2646,NSW,Australia,1,3445.0099999999998
316,407,78152 Harper Parkway,2756,NSW,Australia,8,4096.06
317,408,981 West Way,3133,VIC,Australia,10,3082.2799999999997
318,409,8 Monterey Plaza,2066,NSW,Australia,9,2267.84
319,410,25 Graceland Way,2750,NSW,Australia,8,2177.93
320,411,41605 Mitchell Street,2750,NSW,Australia,8,2553.8300000000004
321,412,42 Upham Pass,4558,QLD,Australia,3,1055.03
322,413,17 Sunfield Road,2211,NSW,Australia,9,3822.8
323,414,84549 Jenifer Crossing,2570,NSW,Australia,8,2304.56
324,415,5449 Jenna Road,2170,NSW,Australia,9,1490.77
325,416,05 Butternut Crossing,4552,QLD,Australia,4,3085.98
326,417,7427 Fuller Trail,3082,VIC,Australia,8,3807.6400000000003
327,418,713 Eastwood Terrace,2360,NSW,Australia,1,3325.1299999999997
328,419,7526 Artisan Parkway,4223,QLD,Australia,8,5027.37
329,420,3 Oriole Place,3183,VIC,Australia,7,3652.17
330,421,690 Hanson Center,2330,NSW,Australia,3,3952.15
331,422,509 Fisk Hill,2031,NSW,Australia,11,2390.84
332,423,27 Petterle Center,4370,QLD,Australia,2,1589.8199999999997
333,424,3 Annamark Avenue,3150,VIC,Australia,11,4525.1900000000005
334,425,311 Dapin Point,2549,NSW,Australia,3,7388.6
335,426,15082 Crest Line Plaza,3040,VIC,Australia,8,5302.9
336,427,1 Carey Pass,2065,NSW,Australia,11,2515.6800000000003
337,428,8 Moland Pass,2065,NSW,Australia,10,3355.1099999999997
338,429,25386 Fallview Place,2340,NSW,Australia,3,3652.26
339,430,8078 Talisman Trail,4209,QLD,Australia,7,5625.17
340,431,6920 Dwight Circle,4173,QLD,Australia,7,1215.34
341,432,9 Lukken Parkway,2065,NSW,Australia,10,5110.17
342,433,09 Graceland Junction,3204,VIC,Australia,2,3754.1600000000008
343,434,155 Basil Junction,2210,NSW,Australia,10,1027.8899999999999
344,435,4284 Surrey Circle,2068,NSW,Australia,12,4727.75
345,436,4 Almo Plaza,2085,NSW,Australia,10,2124.71
346,437,91 Porter Pass,3064,VIC,Australia,7,3045.6
347,438,007 Gerald Place,3074,VIC,Australia,4,7692.39
348,439,8788 Armistice Trail,3806,VIC,Australia,8,2621.23
349,440,1693 Artisan Hill,2259,NSW,Australia,6,2481.1899999999996
350,441,532 Emmet Way,2260,NSW,Australia,8,1750.76
351,442,3 Sutteridge Park,4074,QLD,Australia,6,2789.25
352,443,25522 Mosinee Point,4215,QLD,Australia,7,3171.14
353,444,421 Bobwhite Road,2160,NSW,Australia,6,3807.4599999999996
354,445,41 Ronald Regan Center,3008,VIC,Australia,5,8081.860000000001
355,446,3 Loomis Crossing,2217,NSW,Australia,9,5363.3
356,447,93 Jana Junction,2213,NSW,Australia,10,2690.73
357,448,528 Buell Crossing,2748,NSW,Australia,10,2413.08
358,449,261 Northport Lane,2567,NSW,Australia,7,3292.4
359,450,98 Scott Parkway,2096,NSW,Australia,10,3178.3
360,453,37093 Manitowish Center,2170,NSW,Australia,10,2292.05
361,454,9 Monterey Point,4221,QLD,Australia,10,4738.75
362,455,6 Mariners Cove Center,2233,NSW,Australia,10,1600.9
363,456,572 Gerald Trail,2145,NSW,Australia,7,2183.0999999999995
364,457,7 Farmco Trail,2759,NSW,Australia,9,3680.3399999999997
365,459,57 Columbus Road,4870,QLD,Australia,5,2402.4
366,461,0777 Farwell Pass,2118,NSW,Australia,10,5722.38
367,462,23 Glacier Hill Avenue,2259,NSW,Australia,6,3600.26
368,463,8750 Lakewood Gardens Park,2760,NSW,Australia,7,3829.7
369,465,3469 Service Road,2770,NSW,Australia,5,3488.7900000000004
370,466,9 Dahle Place,2763,NSW,Australia,9,2813.66
371,467,8 Dayton Park,2050,NSW,Australia,9,3850.32
372,469,70488 Logan Court,2074,NSW,Australia,12,4177.21
373,470,0 Golf Lane,2120,NSW,Australia,11,1890.57
374,472,9907 Morningstar Pass,2147,NSW,Australia,9,3309.79
375,474,91 Eagle Crest Circle,2567,NSW,Australia,9,1520.73
376,476,47 Dwight Road,4217,QLD,Australia,8,1353.61
377,477,6674 Russell Center,2197,NSW,Australia,9,3375.06
378,478,84041 Holy Cross Circle,2142,NSW,Australia,8,3320.21
379,479,340 Northview Circle,2340,NSW,Australia,4,3335.2
380,480,74011 Manufacturers Street,2320,NSW,Australia,6,644.0199999999999
381,481,30991 Macpherson Parkway,2155,NSW,Australia,9,1617.21
382,482,40504 Tennyson Drive,2046,NSW,Australia,9,5887.200000000001
383,484,51188 Annamark Hill,2037,NSW,Australia,9,1704.78
384,485,00976 Sundown Lane,2428,NSW,Australia,3,2715.28
385,493,411 Lien Place,4226,QLD,Australia,10,151.93999999999997
386,494,431 Ilene Center,2026,NSW,Australia,10,894.9899999999998
387,496,61293 Delladonna Way,2015,NSW,Australia,9,1310.77
388,498,470 Bunting Center,2447,NSW,Australia,3,4982.410000000001
389,502,353 Stuart Trail,4702,QLD,Australia,3,2508.8100000000004
390,503,9 Rowland Road,2133,NSW,Australia,10,1280.6399999999999
391,505,4754 Moulton Alley,2069,NSW,Australia,9,3369.4700000000003
392,507,8739 Service Park,2250,NSW,Australia,8,4290.77
393,508,4 Thackeray Pass,2487,NSW,Australia,9,2587.54
394,509,9 Bayside Hill,4123,QLD,Australia,6,4389.7300000000005
395,510,20373 Kensington Pass,2151,NSW,Australia,8,1694.59
396,511,7 Hooker Place,2428,NSW,Australia,3,2782.8799999999997
397,515,12845 Paget Lane,2026,NSW,Australia,12,5916.69
398,516,1 Vidon Pass,2233,NSW,Australia,8,4722.21
399,517,590 Hayes Court,2027,NSW,Australia,11,2632.16
400,518,49503 Sachtjen Circle,4208,QLD,Australia,8,938.2500000000001
401,520,3169 Old Gate Point,2211,NSW,Australia,9,819.2600000000001
402,521,90974 Chinook Parkway,2564,NSW,Australia,8,624.9000000000001
403,522,75790 Towne Avenue,4221,QLD,Australia,9,1663.83
404,523,62 Northport Lane,2049,NSW,Australia,10,2795.7700000000004
405,526,27230 7th Place,2068,NSW,Australia,12,1111.55
406,527,1 Cordelia Alley,2261,NSW,Australia,8,1694.76
407,528,80 Lakewood Street,2576,NSW,Australia,10,4175.150000000001
408,529,66834 Melby Way,2160,NSW,Australia,9,2339.14
409,531,306 Longview Street,2145,NSW,Australia,7,1761.46
410,532,39632 Michigan Park,4165,QLD,Australia,5,2963.81
