,customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,age,earnings
23,71,Hoyt,Glavias,Male,30,1985-01-27,Research Associate,Argiculture,Affluent Customer,N,Yes,12,36,155.6500000000001
24,72,Sammy,Cheese,Male,93,1972-02-13,Administrative Officer,Manufacturing,Affluent Customer,N,Yes,16,49,2559.7799999999997
25,77,Shermie,Andrin,Male,79,1989-09-12,Automation Specialist IV,Financial Services,Mass Customer,N,No,7,32,1657.5800000000002
26,78,Arch,Van der Kruis,Male,37,1985-03-12,Business Systems Development Analyst,Argiculture,Affluent Customer,N,No,8,36,82.25999999999999
27,80,Pablo,Small,Male,11,1978-04-24,Data Coordiator,Entertainment,Mass Customer,N,No,13,43,5988.86
28,83,Kerr,Simmell,Male,97,1967-02-26,Internal Auditor,IT,Mass Customer,N,Yes,18,54,1798.2
29,86,Job,Sleney,Male,75,1989-03-04,Occupational Therapist,Health,High Net Worth,N,Yes,7,32,2360.09
30,87,Fields,Langdon,Male,78,1974-04-23,Editor,Financial Services,Mass Customer,N,No,8,47,3740.7599999999998
31,89,Benedicto,Hoxey,Male,74,1967-01-22,Speech Pathologist,Health,Mass Customer,N,Yes,14,54,5779.650000000001
32,90,Cary,Garron,Male,76,1984-11-12,Quality Control Specialist,Manufacturing,Mass Customer,N,No,11,37,2990.73
33,91,Dylan,Meaker,Male,69,1955-02-24,Senior Financial Analyst,Financial Services,Affluent Customer,N,Yes,17,66,5242.410000000001
34,93,Gordon,Gowar,Male,63,1976-07-16,Project Manager,Retail,Mass Customer,N,Yes,10,45,2976.41
35,94,Wallache,Simchenko,Male,33,1974-08-07,Civil Engineer,Manufacturing,Mass Customer,N,No,21,47,4902.21
36,96,Heath,Olford,Male,33,1968-08-31,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,15,53,1135.25
37,97,Arne,Corain,Male,16,1979-07-27,Community Outreach Specialist,Financial Services,Mass Customer,N,Yes,10,42,4911.21
38,99,Reggie,Mulliner,Male,97,1998-06-13,VP Accounting,Financial Services,Mass Customer,N,No,3,23,4557.65
39,100,Tripp,Steed,Male,80,1968-05-11,General Manager,Financial Services,Mass Customer,N,Yes,4,53,877.4
40,101,Goran,Kwietek,Male,83,1975-12-29,Nurse Practicioner,Manufacturing,High Net Worth,N,No,11,46,2589.89
41,102,Langsdon,Tranfield,Male,51,1956-11-27,Quality Control Specialist,Manufacturing,Affluent Customer,N,No,16,65,2587.0099999999998
42,115,Alberik,Mereweather,Male,77,1981-12-21,Account Executive,Health,Mass Customer,N,No,18,40,3135.87
43,116,Scottie,Swiffen,Male,49,1999-02-05,Assistant Professor,Manufacturing,Affluent Customer,N,Yes,2,22,2447.5400000000004
44,120,Sloan,Wagg,Male,80,1978-09-02,Legal Assistant,Financial Services,High Net Worth,N,Yes,4,43,869.3200000000003
45,121,Myles,Pauncefort,Male,82,1957-10-02,Graphic Designer,Manufacturing,Mass Customer,N,No,15,64,2892.0899999999997
46,122,Colver,Itter,Male,87,1979-04-19,Quality Control Specialist,Financial Services,Mass Customer,N,Yes,12,42,2695.2200000000003
47,126,Norman,Cliff,Male,53,1992-10-15,Administrative Officer,Health,Mass Customer,N,Yes,3,29,1096.46
48,128,Isidro,Cypler,Male,73,1977-07-17,Systems Administrator III,Property,Mass Customer,N,Yes,12,44,2193.06
49,129,Weidar,Silkstone,Male,64,1985-07-20,Financial Advisor,Financial Services,High Net Worth,N,Yes,19,36,2753.75
50,130,Raddy,Delete,Male,32,1997-07-18,Chemical Engineer,Manufacturing,Mass Customer,N,No,1,24,1779.58
51,133,Eldridge,Fiddeman,Male,12,1977-06-13,VP Accounting,Financial Services,Mass Customer,N,Yes,16,44,803.8900000000001
52,136,Mel,Bennet,Male,46,1973-05-26,Senior Developer,Manufacturing,High Net Worth,N,Yes,7,48,3543.2000000000003
53,137,Vaughn,Artin,Male,27,1987-11-21,Office Assistant II,Property,High Net Worth,N,No,10,34,1496.4499999999998
54,138,Onofredo,Franc,Male,5,1985-04-28,Recruiter,Financial Services,Affluent Customer,N,Yes,13,36,3377.12
55,140,Morrie,Flaxon,Male,9,1994-05-20,Programmer Analyst III,Manufacturing,Mass Customer,N,No,2,27,2699.9
56,141,Townsend,Trobe,Male,67,1954-06-25,Teacher,Financial Services,High Net Worth,N,Yes,10,67,2138.3500000000004
57,142,Bentley,Fortesquieu,Male,57,1967-08-07,Quality Engineer,Health,Affluent Customer,N,No,17,54,3917.3399999999997
58,143,Kendall,Figg,Male,19,1957-09-01,Operator,Argiculture,Mass Customer,N,Yes,11,64,2474.77
59,145,Filippo,Ferrara,Male,33,1997-07-21,Account Executive,Financial Services,Mass Customer,N,No,4,24,3140.3
60,146,Ricoriki,Matlock,Male,34,1985-04-08,Quality Control Specialist,Manufacturing,Mass Customer,N,No,8,36,217.05999999999995
61,150,Bradly,Crosse,Male,6,1983-08-23,Cost Accountant,Financial Services,Affluent Customer,N,No,17,38,2446.51
62,151,Donnie,Brimson,Male,36,1965-01-31,Marketing Manager,Manufacturing,Mass Customer,N,Yes,13,56,5665.410000000001
63,155,Orran,Bogges,Male,4,1985-12-28,Quality Engineer,Manufacturing,Mass Customer,N,No,10,36,1088.42
64,157,Chad,Houtby,Male,97,1974-11-23,Financial Advisor,Financial Services,Affluent Customer,N,No,16,47,294.0099999999999
65,159,Arin,Matskevich,Male,90,1987-05-12,Research Nurse,Health,Affluent Customer,N,No,13,34,2935.3700000000003
66,160,Wake,Durning,Male,5,1964-07-15,Registered Nurse,Health,Mass Customer,N,No,18,57,2614.1600000000003
67,162,Port,Acuna,Male,90,1979-08-12,Nurse Practicioner,IT,Mass Customer,N,No,15,42,1329.61
68,165,Aldon,Roelofs,Male,61,1984-03-25,Administrative Officer,Argiculture,Mass Customer,N,Yes,12,37,6107.04
69,166,Elston,Oleszczak,Male,54,1955-06-12,Structural Analysis Engineer,Manufacturing,Affluent Customer,N,No,6,66,4063.66
70,169,Alfy,Bruhnke,Male,20,1957-10-19,Data Coordiator,Telecommunications,High Net Worth,N,Yes,5,64,696.26
71,170,Jammal,Gever,Male,80,1975-06-02,Pharmacist,Health,High Net Worth,N,No,21,46,1779.68
72,172,Hilton,Carney,Male,54,1988-09-12,Editor,Manufacturing,Affluent Customer,N,Yes,6,33,2348.66
73,175,Templeton,Hambrook,Male,36,1975-11-28,Quality Engineer,Manufacturing,Affluent Customer,N,No,5,46,2170.54
74,176,Angelo,Clayal,Male,39,1992-04-13,Accountant I,Property,Mass Customer,N,No,10,29,3025.56
75,179,Esteban,Sewill,Male,23,1966-05-11,Environmental Tech,Manufacturing,High Net Worth,N,Yes,6,55,1814.59
76,182,Lydon,Dahlman,Male,99,1992-11-20,Sales Associate,Financial Services,Affluent Customer,N,Yes,7,29,5409.120000000001
77,184,Nappie,Paolo,Male,40,1971-12-13,Marketing Manager,Manufacturing,High Net Worth,N,Yes,7,50,2181.35
78,189,Umberto,Torricella,Male,73,1981-07-19,Safety Technician I,Financial Services,Affluent Customer,N,No,10,40,5329.98
79,193,Foss,Hardes,Male,13,1964-07-22,Recruiting Manager,Manufacturing,Mass Customer,N,Yes,12,57,2551.5
80,196,Swen,Odhams,Male,90,1966-02-22,Programmer Analyst II,Manufacturing,High Net Worth,N,No,6,55,3737.9999999999995
81,200,Hube,Weald,Male,7,1957-02-04,Physical Therapy Assistant,Property,Affluent Customer,N,Yes,19,64,7283.86
82,201,Salem,Huie,Male,45,1966-04-20,Design Engineer,Manufacturing,Mass Customer,N,Yes,11,55,4369.02
83,203,Donovan,Conry,Male,71,1964-01-13,Senior Quality Engineer,Argiculture,Mass Customer,N,Yes,11,57,1481.1200000000001
84,204,Thorny,Hackworth,Male,56,1976-10-01,Editor,Financial Services,Mass Customer,N,No,5,45,6287.29
85,205,Rolfe,Kellard,Male,18,1958-12-01,Administrative Assistant II,Financial Services,Mass Customer,N,Yes,6,63,2008.2699999999998
86,208,Rutter,Excell,Male,57,1994-10-31,Office Assistant III,Property,High Net Worth,N,No,5,27,3342.02
87,210,Albrecht,Thomasson,Male,50,1963-11-18,Assistant Manager,Property,Mass Customer,N,No,18,58,2957.03
88,213,Lockwood,Exroll,Male,13,1996-05-14,Actuary,Financial Services,High Net Worth,N,Yes,6,25,7534.4800000000005
89,214,Jeramie,Cellier,Male,82,1957-11-29,Food Chemist,Health,Mass Customer,N,No,6,64,1595.7299999999998
90,219,Markus,Mughal,Male,9,1964-11-25,Database Administrator III,Health,Mass Customer,N,No,7,57,1688.33
91,222,Nev,Larive,Male,89,1978-09-03,Clinical Specialist,Health,Mass Customer,N,No,16,43,1428.06
92,224,Morgun,Girvan,Male,2,1967-12-03,Compensation Analyst,Financial Services,Affluent Customer,N,No,17,54,3692.09
93,226,Bondie,Letty,Male,96,1977-11-11,Database Administrator IV,Manufacturing,Mass Customer,N,No,20,44,1173.8600000000001
94,227,Wendall,McKeand,Male,99,1973-08-14,Accountant I,Entertainment,Mass Customer,N,No,18,48,3906.03
95,231,Basile,Winsor,Male,48,1995-08-05,Design Engineer,Financial Services,Mass Customer,N,Yes,3,26,2344.5200000000004
96,233,Art,Barwell,Male,34,1986-08-08,Environmental Tech,Property,Mass Customer,N,No,13,35,2187.09
97,236,Tybalt,Gillingwater,Male,79,1954-10-30,Research Nurse,Health,Affluent Customer,N,No,14,67,2434.64
98,237,Reginald,Dartan,Male,18,1974-03-07,Account Coordinator,Property,High Net Worth,N,Yes,11,47,3635.04
99,239,Wells,Pressman,Male,62,1992-12-13,Registered Nurse,Health,Affluent Customer,N,No,3,29,5928.23
100,240,Gavin,Fawks,Male,49,1989-07-28,Administrative Assistant III,IT,High Net Worth,N,Yes,15,32,2338.2099999999996
101,241,Quillan,Duigan,Male,94,1987-05-09,Quality Engineer,Entertainment,Mass Customer,N,No,20,34,1922.82
102,242,Taite,Droghan,Male,17,1992-03-20,Nurse,Property,Affluent Customer,N,No,8,29,2558.7
103,249,D'arcy,Slay,Male,65,1992-09-13,Quality Control Specialist,IT,High Net Worth,N,No,9,29,2236.1299999999997
104,264,Jedd,Spiby,Male,31,1977-12-07,Technical Writer,Health,Mass Customer,N,No,11,44,1025.2999999999997
105,265,Pennie,Stoile,Male,74,1965-10-05,Sales Representative,Retail,High Net Worth,N,Yes,18,56,2692.9100000000003
106,269,Zacherie,Grindley,Male,55,1954-09-19,Nurse Practicioner,Property,Mass Customer,N,Yes,9,67,1668.85
107,282,Lauren,Curcher,Male,82,1989-10-27,VP Quality Control,Argiculture,High Net Worth,N,Yes,11,32,624.15
108,284,Seth,Moorman,Male,38,1986-04-11,Financial Analyst,Financial Services,High Net Worth,N,Yes,9,35,3251.4199999999996
109,286,Kiley,Canaan,Male,99,1989-08-01,Accounting Assistant II,Manufacturing,Affluent Customer,N,Yes,11,32,1954.7
110,293,Virgilio,Willcocks,Male,80,1989-12-10,Administrative Assistant III,Manufacturing,Mass Customer,N,Yes,20,32,1991.9300000000003
111,298,Maurise,Lenglet,Male,69,1956-08-15,Engineer I,Manufacturing,High Net Worth,N,No,9,65,4382.48
112,300,Malachi,Hadcroft,Male,88,1956-06-22,Clinical Specialist,Health,Mass Customer,N,No,9,65,3475.9
113,304,Paddy,Mumbray,Male,36,1969-03-27,VP Marketing,Manufacturing,Mass Customer,N,Yes,15,52,2785.0400000000004
114,306,Ruy,Adanet,Male,19,1973-08-02,Registered Nurse,Health,High Net Worth,N,No,18,48,239.35000000000002
115,307,Ruben,Handlin,Male,55,1984-08-18,Clinical Specialist,Health,Affluent Customer,N,Yes,12,37,3660.95
116,308,Iver,Dobsons,Male,2,1983-03-09,Database Administrator I,IT,High Net Worth,N,No,4,38,4086.21
117,312,Garek,Prattin,Male,44,1958-03-17,Desktop Support Technician,Financial Services,Affluent Customer,N,Yes,6,63,4570.38
118,313,Theo,McKune,Male,70,1987-12-22,Operator,Manufacturing,Mass Customer,N,Yes,13,34,3186.6300000000006
119,320,Aldous,Cubin,Male,19,1997-02-09,Registered Nurse,Health,Mass Customer,N,No,4,24,7204.66
120,324,Franz,Lyptrit,Male,97,1986-08-05,Computer Systems Analyst I,IT,Mass Customer,N,Yes,15,35,1779.6999999999998
121,329,Garvy,Berthel,Male,25,1984-11-20,Account Representative IV,Entertainment,High Net Worth,N,Yes,12,37,3618.01
122,330,Port,Pancost,Male,78,1959-06-03,Recruiting Manager,Manufacturing,High Net Worth,N,Yes,7,62,5296.799999999999
123,331,Ford,Groucock,Male,87,1998-09-23,Desktop Support Technician,Health,Mass Customer,N,Yes,3,23,4404.67
124,341,Jeremiah,Wasling,Male,10,1976-08-25,GIS Technical Architect,Financial Services,Mass Customer,N,No,5,45,955.0799999999999
125,342,Winslow,Hammant,Male,40,1987-05-19,Programmer IV,Health,High Net Worth,N,No,2,34,468.8599999999999
126,346,Timmie,Eisikowitz,Male,68,1981-03-15,Financial Analyst,Financial Services,Mass Customer,N,No,3,40,6420.7
127,347,Berkly,Grishinov,Male,50,1965-06-06,Marketing Manager,Financial Services,Mass Customer,N,No,9,56,8326.369999999999
128,348,Gan,Devoy,Male,20,1980-11-01,Assistant Professor,Retail,Mass Customer,N,Yes,9,41,2071.99
129,351,Dev,Hafner,Male,69,1999-05-12,Pharmacist,Health,Mass Customer,N,Yes,2,22,1438.6200000000001
130,352,Orrin,Finding,Male,12,1979-07-08,Sales Representative,Retail,Mass Customer,N,No,4,42,4404.4
131,369,Alic,Trenear,Male,19,1991-08-24,Actuary,Financial Services,Mass Customer,N,Yes,9,30,3931.7699999999995
132,371,Pernell,Favelle,Male,7,1954-07-06,Systems Administrator III,Financial Services,Mass Customer,N,No,7,67,5004.52
133,374,Valdemar,MacCoughen,Male,81,1992-01-22,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,8,29,5271.75
134,375,Salvidor,Renzo,Male,13,1976-08-23,Automation Specialist II,Manufacturing,Mass Customer,N,Yes,7,45,487.99999999999994
135,377,Levy,Bonavia,Male,65,1999-05-19,Staff Scientist,Argiculture,Mass Customer,N,No,1,22,4124.42
136,382,Issiah,Fardell,Male,68,1985-08-14,Research Nurse,Health,Mass Customer,N,Yes,7,36,1657.4499999999998
137,385,Kendall,Humes,Male,69,1966-12-07,Project Manager,Health,High Net Worth,N,No,9,55,5220.5199999999995
138,387,Spike,Thieme,Male,34,1977-02-19,Administrative Officer,Financial Services,Mass Customer,N,No,22,44,3417.7799999999997
139,390,Royall,Slimings,Male,83,1997-11-25,Programmer Analyst II,Health,Affluent Customer,N,No,3,24,869.5600000000001
140,392,Brandyn,Morrid,Male,38,1978-06-14,Safety Technician I,Property,Mass Customer,N,No,13,43,5025.3099999999995
141,393,Cesaro,Isbell,Male,35,1955-02-08,Associate Professor,Manufacturing,Mass Customer,N,Yes,9,66,866.5799999999999
142,395,Penn,Burkinshaw,Male,28,1976-11-27,Data Coordiator,Retail,High Net Worth,N,Yes,9,45,3528.19
143,399,Nickie,Neissen,Male,26,1976-07-18,Engineer III,Manufacturing,Affluent Customer,N,Yes,16,45,5020.5
144,402,Berne,Donegan,Male,9,1977-06-03,Desktop Support Technician,Retail,Affluent Customer,N,No,22,44,4965.43
145,404,Sinclair,Sustins,Male,92,1995-12-17,Geologist I,Financial Services,Affluent Customer,N,Yes,4,26,4874.55
146,408,Kurtis,Baistow,Male,79,1991-08-31,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,11,30,3082.2799999999997
147,414,Thorin,Grimoldby,Male,12,1976-07-16,Social Worker,Health,High Net Worth,N,No,10,45,2304.56
148,420,Clem,Leek,Male,93,1958-07-05,Help Desk Operator,Entertainment,High Net Worth,N,No,7,63,3652.17
149,424,Dennie,Eunson,Male,77,1978-01-25,Research Nurse,Health,High Net Worth,N,No,9,43,4525.1900000000005
150,427,Giusto,Torbett,Male,77,1996-12-19,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,2,25,2515.6800000000003
151,431,Gale,Done,Male,8,1956-03-26,Research Nurse,Health,Affluent Customer,N,Yes,18,65,1215.34
152,432,Amby,Pentin,Male,83,1990-02-12,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,10,31,5110.17
153,433,Reinhard,Jubert,Male,94,1964-03-12,Statistician II,Property,Affluent Customer,N,No,15,57,3754.1600000000008
154,435,Jerome,Muggeridge,Male,5,1999-12-23,GIS Technical Architect,Telecommunications,Mass Customer,N,No,1,22,4727.75
155,436,Erwin,Pendre,Male,75,1957-12-24,Internal Auditor,IT,Mass Customer,N,No,18,64,2124.71
156,437,Sayres,Duthie,Male,24,1976-08-14,Systems Administrator III,Manufacturing,Affluent Customer,N,Yes,17,45,3045.6
157,438,Ebenezer,Bottelstone,Male,25,1989-08-17,Internal Auditor,Property,High Net Worth,N,Yes,13,32,7692.39
158,445,Timothy,Wenham,Male,91,1984-11-13,Executive Secretary,Financial Services,Mass Customer,N,No,5,37,8081.860000000001
159,455,Mile,Dionisii,Male,97,1991-11-02,Civil Engineer,Manufacturing,Mass Customer,N,Yes,5,30,1600.9
160,456,Randolph,Redihalgh,Male,47,1975-11-30,Automation Specialist I,Manufacturing,Affluent Customer,N,Yes,17,46,2183.0999999999995
161,458,Osborn,Pentony,Male,57,1969-04-21,Account Representative IV,Manufacturing,Affluent Customer,N,Yes,18,52,1247.24
162,467,Welbie,Rockliffe,Male,51,1954-01-02,Human Resources Assistant I,Property,Affluent Customer,N,No,15,67,3850.32
163,469,Levi,Cartmell,Male,91,1996-05-03,Actuary,Financial Services,High Net Worth,N,Yes,3,25,4177.21
164,470,Darbee,Klimowicz,Male,22,2001-12-19,Internal Auditor,Retail,Mass Customer,N,No,1,20,1890.57
165,473,Benji,O'Shirine,Male,2,1977-03-13,Junior Executive,Health,Mass Customer,N,Yes,20,44,8364.66
166,483,Bertrand,Penkethman,Male,35,1973-05-02,Sales Representative,Retail,Affluent Customer,N,No,9,48,2307.7799999999997
167,484,Mason,Kohrsen,Male,64,1974-04-24,Programmer IV,Manufacturing,Mass Customer,N,No,22,47,1704.78
168,491,Andrea,Funcheon,Male,45,1976-02-20,Speech Pathologist,Property,Affluent Customer,N,Yes,19,45,2735.71
169,492,Pail,Ashplant,Male,54,1976-04-28,Environmental Tech,Financial Services,Mass Customer,N,No,21,45,2707.9
170,495,Lucius,Prescott,Male,91,1959-02-21,VP Accounting,Financial Services,Mass Customer,N,Yes,6,62,4087.04
171,499,Dalli,Baggally,Male,39,1961-03-15,Budget/Accounting Analyst III,Financial Services,Affluent Customer,N,No,19,60,4043.5800000000004
172,500,Lazar,Crathern,Male,19,1992-04-11,Recruiting Manager,Retail,Affluent Customer,N,Yes,10,29,3977.81
173,503,Burr,Gerb,Male,87,1989-07-19,Dental Hygienist,Health,Affluent Customer,N,Yes,10,32,1280.6399999999999
174,504,Vinny,Hegley,Male,93,1995-04-25,Environmental Tech,Manufacturing,High Net Worth,N,Yes,7,26,2714.7599999999998
175,509,Tobe,Vamplew,Male,64,1979-08-06,Developer II,Financial Services,Affluent Customer,N,Yes,21,42,4389.7300000000005
176,512,Sigfried,Semken,Male,76,1955-04-15,VP Accounting,Financial Services,Mass Customer,N,No,6,66,1136.3400000000001
177,516,Craggy,Loadsman,Male,23,1958-01-07,Environmental Tech,Financial Services,Mass Customer,N,No,20,63,4722.21
178,518,Bernhard,Senett,Male,60,1991-04-28,Database Administrator IV,Retail,Mass Customer,N,Yes,10,30,938.2500000000001
179,525,Lennard,Donizeau,Male,64,1980-02-12,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,9,41,3584.83
180,529,Sandor,Tumber,Male,18,1989-07-21,Operator,Retail,Affluent Customer,N,Yes,10,32,2339.14
181,530,Townie,Perez,Male,2,1974-09-24,Recruiter,Manufacturing,Mass Customer,N,No,15,47,1751.35
182,533,Conny,Shearmer,Male,40,1981-12-14,Database Administrator III,Retail,Mass Customer,N,No,11,40,5387.05
183,543,Mikey,Rizzetti,Male,9,1973-08-03,Account Coordinator,Retail,Affluent Customer,N,Yes,17,48,1924.15
184,544,Giacomo,Johanning,Male,51,1990-10-12,Structural Engineer,Manufacturing,High Net Worth,N,Yes,5,31,2246.42
185,549,Abrahan,Luckman,Male,84,1985-06-15,Human Resources Manager,Retail,Mass Customer,N,Yes,2,36,3751.75
186,552,Hilly,Kleinmann,Male,66,1978-09-09,Geological Engineer,Manufacturing,High Net Worth,N,Yes,20,43,1577.7000000000003
187,555,Jarib,Senior,Male,99,1970-11-08,Junior Executive,Property,Mass Customer,N,No,4,51,3505.6299999999997
188,563,Rube,Itzhayek,Male,25,1974-09-20,Accounting Assistant II,IT,Mass Customer,N,Yes,19,47,1931.13
189,565,Saleem,Meller,Male,30,1959-10-02,Civil Engineer,Manufacturing,Mass Customer,N,Yes,16,62,7079.07
190,568,Quinn,Fulks,Male,32,1957-12-15,VP Sales,Manufacturing,Mass Customer,N,No,13,64,1258.1
191,569,Jaime,Warkup,Male,30,1976-01-31,Analog Circuit Design manager,IT,Mass Customer,N,No,10,45,6084.139999999999
192,570,Xever,Baldetti,Male,14,1978-06-24,VP Product Management,Financial Services,Mass Customer,N,Yes,15,43,3446.07
193,572,Clementius,Everington,Male,0,1967-05-01,Clinical Specialist,Health,High Net Worth,N,Yes,5,54,2600.44
194,574,Gerard,Steketee,Male,95,1990-04-09,Senior Cost Accountant,Financial Services,Mass Customer,N,No,20,31,2172.4100000000003
195,575,Etan,Poyle,Male,64,1956-06-10,VP Accounting,Financial Services,High Net Worth,N,Yes,11,65,714.24
196,576,Bart,Eakle,Male,98,1977-05-19,Recruiter,Retail,Mass Customer,N,Yes,7,44,4580.35
197,580,Johnathan,Audiss,Male,83,1975-12-03,Compensation Analyst,Financial Services,Mass Customer,N,Yes,14,46,2185.51
198,583,Tirrell,Haysham,Male,97,1986-04-14,Registered Nurse,Health,Mass Customer,N,No,4,35,2258.1899999999996
199,587,Adolphus,Seers,Male,43,1966-05-27,Registered Nurse,Health,Mass Customer,N,Yes,19,55,3293.38
200,588,Gunther,Jackman,Male,15,1963-10-05,Assistant Media Planner,Entertainment,Mass Customer,N,No,11,58,3603.85
201,589,Duff,Anan,Male,76,1995-12-07,Compensation Analyst,Financial Services,Mass Customer,N,Yes,1,26,1397.8999999999999
202,591,Sydney,Endacott,Male,16,1974-10-02,Business Systems Development Analyst,Entertainment,Affluent Customer,N,No,16,47,484.9599999999999
203,592,Edik,Connichie,Male,73,1992-09-24,VP Sales,Manufacturing,Mass Customer,N,No,2,29,1071.53
204,595,Nikola,Jeanon,Male,72,1973-05-12,VP Marketing,Financial Services,Mass Customer,N,No,22,48,2011.16
205,598,Zebulen,Swadon,Male,25,1967-06-27,Financial Advisor,Financial Services,High Net Worth,N,No,12,54,3535.56
206,600,Duke,Allnatt,Male,65,1974-05-10,Nurse,Argiculture,Mass Customer,N,Yes,8,47,1854.78
207,601,Ken,Renfree,Male,56,1992-12-04,Senior Quality Engineer,Retail,High Net Worth,N,Yes,4,29,1423.4399999999998
208,605,Bart,Creenan,Male,13,1972-03-26,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,5,49,5025.639999999999
209,610,Hyatt,Craine,Male,45,1958-03-16,Help Desk Technician,Financial Services,Mass Customer,N,Yes,15,63,3399.91
210,611,Otto,Huriche,Male,58,1986-12-20,Help Desk Technician,Manufacturing,Mass Customer,N,Yes,16,35,3500.44
211,612,Grange,Skillington,Male,50,1962-01-12,GIS Technical Architect,Health,Mass Customer,N,No,14,59,2074.34
212,618,Lucho,Mitie,Male,17,1962-04-05,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,18,59,1202.3899999999999
213,619,Finn,Dahlman,Male,39,1977-08-14,Speech Pathologist,Property,Mass Customer,N,No,20,44,3378.3500000000004
214,623,Hazel,Brokenshire,Male,52,1988-04-23,Health Coach II,Property,High Net Worth,N,No,4,33,1636.8900000000003
215,624,Winny,Girtin,Male,44,1976-01-13,Research Assistant II,Manufacturing,Mass Customer,N,Yes,13,45,3352.89
216,626,Albrecht,Forty,Male,12,1992-11-24,Geological Engineer,Manufacturing,Mass Customer,N,No,2,29,3437.37
217,629,Basil,Brellin,Male,29,1960-12-06,Chemical Engineer,Manufacturing,High Net Worth,N,No,6,61,2245.43
218,630,D'arcy,Rowden,Male,90,1986-08-11,Statistician III,Property,Affluent Customer,N,Yes,17,35,3717.21
219,632,Angeli,O'Hegertie,Male,67,1998-04-26,General Manager,Health,Mass Customer,N,No,1,23,1726.6099999999997
220,639,Mayor,Ismay,Male,51,1974-06-03,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,16,47,2516.35
221,640,Galvin,O'Keenan,Male,12,1975-07-12,Librarian,Entertainment,High Net Worth,N,Yes,10,46,4278.6
