,customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,age,earnings
26,98,Allianora,Babalola,Female,19,1956-03-17,Safety Technician IV,Health,Mass Customer,N,No,7,65,1620.7500000000002
27,103,Ethyl,Runham,Female,49,1997-04-21,Product Engineer,Financial Services,Affluent Customer,N,Yes,4,24,895.4499999999999
28,104,Odille,Panketh,Female,40,1978-06-06,Automation Specialist II,Health,Mass Customer,N,Yes,9,43,3112.8000000000006
29,105,Maribeth,Pristnor,Female,25,2001-09-17,Recruiting Manager,Manufacturing,Mass Customer,N,No,1,20,3475.04
30,107,Pris,Stallebrass,Female,97,1990-07-01,Nurse Practicioner,Financial Services,Mass Customer,N,Yes,9,31,2343.9700000000003
31,112,Shena,Parren,Female,88,1975-08-12,Marketing Manager,Retail,High Net Worth,N,No,12,46,5742.19
32,114,Sunny,Swindells,Female,10,1985-10-23,Teacher,Entertainment,Affluent Customer,N,No,8,36,2195.26
33,117,Nance,Suttling,Female,75,1982-02-23,Marketing Manager,Manufacturing,Mass Customer,N,No,15,39,6917.34
34,123,Almeta,Kalinsky,Female,85,1988-12-03,Analyst Programmer,Financial Services,High Net Worth,N,No,15,33,3245.75
35,124,Kath,Cunney,Female,27,1995-05-03,Administrative Assistant II,Health,High Net Worth,N,Yes,5,26,4054.25
36,125,Darrelle,Antoniewski,Female,94,1960-03-17,Computer Systems Analyst II,Property,Mass Customer,N,No,16,61,3345.01
37,127,Merrili,Whitear,Female,81,1974-12-03,Compensation Analyst,Financial Services,Mass Customer,N,No,19,47,3993.71
38,131,Jana,Renyard,Female,57,1964-10-16,Administrative Officer,Retail,High Net Worth,N,No,8,57,5494.91
39,132,Celesta,Willavoys,Female,5,1963-07-07,Web Designer I,Manufacturing,Mass Customer,N,Yes,9,58,2780.7200000000003
40,134,Merna,McCulloch,Female,34,1997-08-01,Legal Assistant,Telecommunications,Affluent Customer,N,Yes,5,24,2946.42
41,135,Rosalia,Sigart,Female,18,1975-01-18,Internal Auditor,IT,Mass Customer,N,No,3,46,4549.5
42,147,Rea,Pattrick,Female,32,1973-12-06,Analog Circuit Design manager,Health,Mass Customer,N,Yes,10,48,5034.16
43,149,Drucy,Kausche,Female,41,1995-01-31,Research Nurse,Health,Mass Customer,N,Yes,1,26,1680.6599999999999
44,152,Stephana,Cardew,Female,5,1981-03-03,Compensation Analyst,Financial Services,Mass Customer,N,No,16,40,1966.88
45,153,Lorilyn,Walshe,Female,73,1977-07-28,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,12,44,5522.509999999999
46,156,Shayla,Rimmington,Female,23,1979-09-09,Cost Accountant,Financial Services,Mass Customer,N,Yes,11,42,3095.3699999999994
47,163,Kessia,Helder,Female,58,1976-09-06,Librarian,Entertainment,High Net Worth,N,Yes,14,45,1101.28
48,164,Aarika,Van Vuuren,Female,55,1999-08-07,Senior Editor,Retail,Affluent Customer,N,Yes,1,22,786.1400000000001
49,171,Halli,Davidoff,Female,62,1970-12-04,Assistant Manager,Manufacturing,Mass Customer,N,No,10,51,4833.14
50,173,Ebba,Hanselmann,Female,99,1997-01-02,General Manager,Health,Affluent Customer,N,No,1,24,6549.509999999999
51,174,Catie,Tosspell,Female,93,1989-11-26,Food Chemist,Health,Mass Customer,N,No,12,32,7628.24
52,177,Ondrea,Pablos,Female,25,1989-11-09,Professor,Financial Services,High Net Worth,N,No,4,32,4108.599999999999
53,180,Trisha,Neasham,Female,16,1971-09-17,Web Designer III,Argiculture,Affluent Customer,N,No,14,50,4065.35
54,181,Pavla,Braunle,Female,49,1982-11-21,Senior Editor,Manufacturing,Mass Customer,N,No,9,39,2365.24
55,183,Dannie,Hissie,Female,7,1997-08-05,Geologist III,Retail,Affluent Customer,N,No,3,24,3187.84
56,186,Mireielle,Jeppe,Female,46,1974-05-06,Software Test Engineer I,Financial Services,Mass Customer,N,No,3,47,2166.17
57,188,Audry,Seine,Female,54,1975-06-22,Safety Technician II,Property,High Net Worth,N,Yes,13,46,2658.87
58,190,Hayley,Girardengo,Female,42,1979-02-04,Registered Nurse,Health,Affluent Customer,N,No,10,42,704.2800000000002
59,192,Goldi,Osler,Female,2,1978-11-19,Junior Executive,Health,Mass Customer,N,Yes,8,43,1519.4700000000003
60,194,Ursala,Ferrai,Female,4,1974-11-16,Web Developer III,Financial Services,Affluent Customer,N,No,10,47,2608.28
61,195,Talyah,Rylatt,Female,34,1958-11-14,Project Manager,Manufacturing,Mass Customer,N,No,6,63,9633.41
62,198,Vanya,Gumb,Female,82,1981-11-29,Assistant Media Planner,Entertainment,Mass Customer,N,No,16,40,6631.87
63,199,Verla,Alven,Female,61,1978-02-13,Junior Executive,Health,Mass Customer,N,Yes,21,43,2650.53
64,202,Audie,Pillinger,Female,38,1963-06-24,Librarian,Entertainment,Affluent Customer,N,Yes,16,58,1295.91
65,212,Nanice,Ellse,Female,21,2001-11-19,Desktop Support Technician,IT,Affluent Customer,N,No,1,20,1790.41
66,215,Debera,Foxworthy,Female,37,1974-06-24,Assistant Professor,Retail,High Net Worth,N,Yes,18,47,3889.3900000000003
67,216,Cinderella,Parcall,Female,12,1995-01-12,Quality Engineer,Financial Services,High Net Worth,N,Yes,7,26,2152.05
68,218,Stefa,Dunnan,Female,37,1993-08-06,Administrative Officer,Property,High Net Worth,N,Yes,8,28,1476.17
69,220,Jeniffer,Apark,Female,79,1954-05-10,Electrical Engineer,Manufacturing,High Net Worth,N,No,9,67,4304.11
70,221,Mara,Bloore,Female,14,1980-03-10,Tax Accountant,Manufacturing,Mass Customer,N,No,14,41,3865.6800000000003
71,225,Brittaney,Pring,Female,84,1977-03-11,Pharmacist,Health,Affluent Customer,N,No,13,44,1587.5500000000002
72,228,Lucia,Pickervance,Female,59,1986-05-25,Systems Administrator II,Manufacturing,High Net Worth,N,No,12,35,3719.75
73,230,Maegan,Scyone,Female,74,1954-06-24,Internal Auditor,Property,High Net Worth,N,No,11,67,5319.63
74,232,Zaria,Koeppke,Female,94,1987-11-11,Professor,Retail,Mass Customer,N,No,12,34,3157.59
75,234,Mead,Alpes,Female,71,1969-08-12,Chief Design Engineer,Retail,High Net Worth,N,No,12,52,5763.129999999999
76,235,Leona,Phateplace,Female,30,1976-12-26,Social Worker,Health,Mass Customer,N,No,15,45,4685.82
77,243,Barbara,Croxley,Female,94,1976-09-02,Teacher,Manufacturing,High Net Worth,N,Yes,14,45,2193.55
78,245,Noell,Grahlmans,Female,6,2001-09-26,Associate Professor,Financial Services,Affluent Customer,N,No,1,20,2213.0199999999995
79,246,Binny,Whight,Female,63,1991-02-28,Technical Writer,Manufacturing,High Net Worth,N,No,9,30,3174.16
80,247,Kristal,Joysey,Female,62,1983-05-06,Staff Accountant II,Financial Services,High Net Worth,N,Yes,13,38,4913.16
81,248,Inger,Eskell,Female,76,1978-04-15,Clinical Specialist,Health,Affluent Customer,N,Yes,12,43,3193.3199999999997
82,252,Anthea,Ruskin,Female,39,1983-01-24,Account Coordinator,Property,Mass Customer,N,Yes,13,38,2597.64
83,253,Amalee,Choak,Female,82,1997-05-11,Food Chemist,Health,Mass Customer,N,Yes,1,24,1191.29
84,254,Barbie,Rubi,Female,98,1961-09-22,Information Systems Manager,Retail,Mass Customer,N,No,14,60,6780.95
85,255,Keeley,Kruger,Female,2,1954-01-15,Desktop Support Technician,IT,Mass Customer,N,No,5,67,6813.82
86,256,Linell,Beadle,Female,16,1975-05-07,Director of Sales,Health,High Net Worth,N,Yes,21,46,1728.6599999999999
87,258,Othella,Keher,Female,24,1992-05-03,Administrative Officer,Manufacturing,High Net Worth,N,No,9,29,1642.58
88,259,Venita,Dymick,Female,70,1983-07-22,Senior Developer,Health,High Net Worth,N,Yes,3,38,2124.65
89,260,Farand,Marriner,Female,47,1979-08-30,Senior Quality Engineer,Health,High Net Worth,N,Yes,22,42,3381.41
90,263,Tonia,Leigh,Female,89,1985-11-19,Dental Hygienist,Health,High Net Worth,N,No,7,36,3476.94
91,266,Lelia,Garatty,Female,69,1989-07-19,Account Executive,Retail,Affluent Customer,N,No,18,32,1742.83
92,268,Kacie,Kidston,Female,60,1978-10-18,Chemical Engineer,Manufacturing,Mass Customer,N,No,10,43,2713.19
93,271,Doll,Burtwell,Female,51,1991-02-13,Financial Advisor,Financial Services,Mass Customer,N,No,4,30,1026.2700000000002
94,272,Arlie,Crean,Female,22,1987-06-06,Product Engineer,Retail,Mass Customer,N,Yes,1,34,3842.0699999999997
95,274,Tessi,Hesse,Female,66,1976-09-15,Social Worker,Health,Mass Customer,N,Yes,14,45,790.0600000000001
96,279,Tamera,Hinckes,Female,0,1981-09-09,Web Designer I,Manufacturing,Mass Customer,N,No,11,40,2455.93
97,281,Jeanette,Sizzey,Female,51,1972-12-27,Cost Accountant,Financial Services,High Net Worth,N,Yes,8,49,2233.67
98,283,Sari,Noye,Female,34,1991-02-04,Assistant Manager,Retail,Mass Customer,N,No,2,30,4792.789999999999
99,285,Julee,Janovsky,Female,3,1977-11-19,Community Outreach Specialist,Manufacturing,Mass Customer,N,No,12,44,2626.74
100,287,Hannie,Wodham,Female,41,1985-05-06,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,4,36,1408.91
101,289,Modestia,Lithgow,Female,43,1970-04-12,Clinical Specialist,Health,High Net Worth,N,No,10,51,3924.11
102,291,Aime,Burston,Female,63,1971-10-22,Assistant Media Planner,Entertainment,Mass Customer,N,No,4,50,605.01
103,297,Cecile,MacLise,Female,33,1959-04-27,Electrical Engineer,Manufacturing,High Net Worth,N,No,16,62,3599.1800000000003
104,299,Corabelle,Hartnell,Female,80,1956-09-15,Budget/Accounting Analyst I,Financial Services,Mass Customer,N,Yes,7,65,6897.920000000001
105,301,Hildy,Bilbrook,Female,54,1980-10-10,Developer IV,Manufacturing,High Net Worth,N,No,19,41,89.71000000000001
106,303,Shane,Smetoun,Female,59,1974-08-15,Assistant Professor,Argiculture,Mass Customer,N,Yes,14,47,3247.08
107,305,Cris,Chellam,Female,1,1974-03-17,Financial Analyst,Financial Services,Mass Customer,N,No,11,47,2229.2799999999997
108,309,Maurizia,Ligerton,Female,53,1974-10-02,Clinical Specialist,Health,Mass Customer,N,Yes,21,47,2208.58
109,310,Myranda,Clowser,Female,0,1985-02-13,Account Coordinator,Financial Services,Mass Customer,N,Yes,18,36,4744.19
110,311,Jaimie,Halms,Female,86,1957-08-16,Internal Auditor,Health,High Net Worth,N,No,12,64,4054.4800000000005
111,314,Catie,Advani,Female,27,1962-08-25,Marketing Assistant,Retail,High Net Worth,N,Yes,5,59,3200.15
112,315,Lisa,Odlin,Female,67,1958-04-16,Chief Design Engineer,Manufacturing,Affluent Customer,N,No,12,63,2200.11
113,316,Genni,Larway,Female,72,1976-06-01,Environmental Specialist,Manufacturing,Mass Customer,N,Yes,10,45,2158.71
114,317,Elicia,Dahler,Female,26,1974-02-10,Automation Specialist II,Entertainment,Mass Customer,N,Yes,14,47,2766.2700000000004
115,318,Libbie,Castelin,Female,21,1969-05-19,Programmer III,Retail,Affluent Customer,N,Yes,18,52,3632.1800000000003
116,322,De,Denington,Female,19,1977-03-10,Research Associate,Financial Services,Mass Customer,N,Yes,11,44,10336.77
117,323,Celka,Goodrich,Female,54,1973-06-04,Senior Developer,Health,Mass Customer,N,Yes,7,48,2020.73
118,325,Anthia,Ghilardini,Female,98,1971-09-26,Computer Systems Analyst I,Financial Services,Affluent Customer,N,Yes,17,50,4465.08
119,326,Guenna,Spensly,Female,74,1980-02-16,Help Desk Operator,Financial Services,Mass Customer,N,No,6,41,1201.2499999999998
120,327,Cris,Richfield,Female,10,1968-07-24,Design Engineer,Health,Mass Customer,N,No,12,53,3498.63
121,328,Bernice,Kings,Female,87,1991-04-11,Senior Developer,Manufacturing,Mass Customer,N,No,12,30,2357.8
122,332,Liza,Trouel,Female,23,1978-08-19,Registered Nurse,Health,High Net Worth,N,No,14,43,239.35000000000002
123,333,Debbi,Doohey,Female,25,1965-06-20,Sales Associate,Financial Services,Affluent Customer,N,Yes,8,56,3186.7200000000003
124,334,Fredi,Iannuzzelli,Female,71,1999-05-20,Financial Advisor,Financial Services,Affluent Customer,N,Yes,3,22,2127.59
125,337,Shaylah,Urquhart,Female,67,1979-10-08,Statistician IV,Argiculture,High Net Worth,N,Yes,12,42,3388.8199999999997
126,339,Nanny,Casero,Female,56,1980-01-11,Human Resources Manager,Health,Mass Customer,N,No,12,41,4327.24
127,343,Nicole,Johananoff,Female,76,1957-08-14,Recruiter,Property,Affluent Customer,N,No,13,64,5193.5599999999995
128,345,Tish,Oleksiak,Female,74,1989-02-03,Senior Sales Associate,Health,High Net Worth,N,Yes,17,32,3971.46
129,349,Vinnie,Usherwood,Female,35,1981-04-15,Computer Systems Analyst IV,Manufacturing,High Net Worth,N,No,4,40,1669.26
130,350,Carmela,Jesper,Female,47,1977-12-09,Clinical Specialist,Health,Mass Customer,N,Yes,9,44,1008.7100000000003
131,354,Mavra,Donavan,Female,87,1980-11-26,Legal Assistant,Property,Mass Customer,N,No,9,41,3101.72
132,355,Stacy,Gullane,Female,97,1979-06-01,Database Administrator II,Retail,Mass Customer,N,Yes,3,42,2662.75
133,359,Dulcine,Gauson,Female,2,1958-11-28,Legal Assistant,Manufacturing,Affluent Customer,N,Yes,6,63,2921.7599999999998
134,360,Atalanta,Starbucke,Female,64,1956-04-02,Staff Scientist,Property,Mass Customer,N,Yes,19,65,5070.23
135,361,Stephana,Minero,Female,59,1999-03-27,Software Engineer IV,Health,Mass Customer,N,Yes,2,22,3428.15
136,362,Jamima,Pirolini,Female,47,1974-11-17,Software Engineer IV,Financial Services,High Net Worth,N,Yes,18,47,463.02
137,363,Sabrina,Caddy,Female,82,1988-03-04,Project Manager,Retail,Mass Customer,N,Yes,7,33,9458.17
138,364,Leontyne,Simpkiss,Female,96,1976-09-30,Database Administrator III,Financial Services,Affluent Customer,N,No,11,45,3329.9700000000003
139,365,Romona,Capitano,Female,98,1976-06-27,VP Quality Control,Property,High Net Worth,N,No,15,45,4724.04
140,366,Constance,Ucchino,Female,7,1954-01-08,Librarian,Entertainment,High Net Worth,N,No,19,67,2692.7
141,367,Katrinka,Sturrock,Female,93,1985-02-17,Programmer II,Manufacturing,Mass Customer,N,Yes,12,36,2022.2000000000003
142,372,Moina,Thumim,Female,19,1987-08-13,Graphic Designer,Property,Affluent Customer,N,Yes,4,34,2598.13
143,373,Eva,Colenutt,Female,95,2000-08-26,Structural Analysis Engineer,Health,High Net Worth,N,Yes,1,21,1103.43
144,376,Marena,Brunotti,Female,60,1966-10-24,Financial Advisor,Financial Services,Mass Customer,N,Yes,19,55,368.1700000000001
145,378,Raquela,Yuille,Female,98,1974-05-04,Senior Developer,Retail,Mass Customer,N,No,17,47,3236.3199999999997
146,380,Teriann,Birdsey,Female,66,1956-05-15,Structural Engineer,Property,Mass Customer,N,No,17,65,6196.16
147,386,Ethelyn,Pincott,Female,63,1990-10-27,Senior Quality Engineer,Argiculture,Mass Customer,N,No,5,31,2415.9700000000003
148,389,Dorene,Scrivner,Female,97,1975-04-27,Help Desk Operator,Entertainment,Affluent Customer,N,Yes,17,46,2123.26
149,394,Roanne,Cowthard,Female,70,1977-06-06,Legal Assistant,Health,High Net Worth,N,Yes,16,44,5445.46
150,396,Peria,Iscowitz,Female,98,1967-01-25,Systems Administrator III,Telecommunications,High Net Worth,N,Yes,16,54,4647.13
151,397,Nerissa,Foote,Female,86,1981-09-02,Paralegal,Financial Services,Affluent Customer,N,Yes,5,40,2618.0
152,400,Sibeal,Fellow,Female,86,1962-05-19,Financial Analyst,Financial Services,Mass Customer,N,No,5,59,2688.92
153,401,Halette,Helling,Female,56,1986-12-11,Assistant Professor,Retail,Mass Customer,N,No,15,35,3643.0299999999997
154,406,Rhona,Spilsburie,Female,58,1987-06-16,Financial Analyst,Financial Services,High Net Worth,N,No,12,34,3445.0099999999998
155,409,Tatiania,O'Kane,Female,84,1978-01-23,Executive Secretary,Health,Mass Customer,N,Yes,13,43,2267.84
156,411,Cathyleen,Bern,Female,84,1977-03-31,Director of Sales,Financial Services,High Net Worth,N,No,12,44,2553.8300000000004
157,415,Conchita,Jeans,Female,20,1955-05-31,Senior Financial Analyst,Financial Services,Affluent Customer,N,Yes,18,66,1490.77
158,417,Fernandina,Brambley,Female,37,1971-02-17,Biostatistician IV,Argiculture,Mass Customer,N,No,15,50,3807.6400000000003
159,419,Chrissie,Bernardini,Female,34,1981-01-26,VP Marketing,Manufacturing,Affluent Customer,N,No,17,40,5027.37
160,421,Tish,Netti,Female,26,1999-03-19,Sales Representative,Retail,Mass Customer,N,Yes,2,22,3952.15
161,425,Michaeline,Bordman,Female,60,1953-11-19,Sales Representative,Retail,Mass Customer,N,Yes,20,68,7388.6
162,426,Emlyn,Anstice,Female,10,1972-06-02,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,8,49,5302.9
163,428,Freida,Everil,Female,0,1977-05-03,Structural Engineer,Health,High Net Worth,N,Yes,14,44,3355.1099999999997
164,429,Berny,Bold,Female,7,1978-07-30,Community Outreach Specialist,IT,High Net Worth,N,Yes,21,43,3652.26
165,430,Janice,Himsworth,Female,46,1973-04-26,Paralegal,Financial Services,High Net Worth,N,Yes,11,48,5625.17
166,440,Sheena,O'Duggan,Female,46,1977-12-16,Business Systems Development Analyst,Telecommunications,Mass Customer,N,No,10,44,2481.1899999999996
167,441,Felicle,Beneze,Female,74,1974-03-08,Analyst Programmer,IT,Mass Customer,N,No,11,47,1750.76
168,444,Britteny,Falconer-Taylor,Female,32,1967-02-24,Staff Scientist,Manufacturing,Mass Customer,N,Yes,8,54,3807.4599999999996
169,446,Marilee,Oosthout de Vree,Female,73,1978-07-02,Tax Accountant,IT,Affluent Customer,N,Yes,4,43,5363.3
170,447,Brittany,Peasey,Female,98,2001-11-06,Help Desk Technician,Argiculture,Mass Customer,N,Yes,1,20,2690.73
171,448,Robin,Crack,Female,34,1995-04-26,Software Engineer III,IT,High Net Worth,N,No,3,26,2413.08
172,449,Shana,Fortesquieu,Female,74,1974-09-24,VP Product Management,Manufacturing,High Net Worth,N,Yes,6,47,3292.4
173,450,Myrlene,Rothwell,Female,5,1975-04-02,Structural Analysis Engineer,Entertainment,Mass Customer,N,Yes,18,46,3178.3
174,452,Natalee,Bamford,Female,22,1959-08-11,Account Coordinator,Property,Mass Customer,N,Yes,5,62,1561.59
175,457,Querida,Danilchev,Female,70,1980-12-14,Recruiting Manager,Financial Services,High Net Worth,N,Yes,17,41,3680.3399999999997
176,459,Bel,Cheeke,Female,88,1986-08-04,Civil Engineer,Manufacturing,Mass Customer,N,Yes,13,35,2402.4
177,461,Jsandye,Melendez,Female,19,1979-10-09,Social Worker,Health,Mass Customer,N,Yes,14,42,5722.38
178,463,Allis,Blanche,Female,9,1962-03-30,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,20,59,3829.7
179,465,Alina,Wilsey,Female,54,1976-03-27,Developer III,Financial Services,Affluent Customer,N,Yes,14,45,3488.7900000000004
180,468,Valeria,Ladyman,Female,11,1974-01-19,Software Test Engineer I,Property,High Net Worth,N,Yes,8,47,4063.5899999999997
181,471,Libby,Wardesworth,Female,82,1956-01-01,GIS Technical Architect,Financial Services,Affluent Customer,N,No,14,65,3918.1099999999997
182,472,Kippy,Jessel,Female,38,1990-11-16,Internal Auditor,Financial Services,Mass Customer,N,Yes,8,31,3309.79
183,474,Consolata,Clacson,Female,86,1983-01-15,Geologist IV,Entertainment,Affluent Customer,N,No,18,38,1520.73
184,477,Cheri,Hazeman,Female,32,1960-11-26,Media Manager II,Financial Services,High Net Worth,N,Yes,13,61,3375.06
185,481,Marcella,Manzell,Female,68,1990-04-12,Programmer IV,Argiculture,Mass Customer,N,No,8,31,1617.21
186,485,Ulrika,Steagall,Female,23,1974-11-08,Statistician III,Manufacturing,High Net Worth,N,No,20,47,2715.28
187,486,Prudi,Edon,Female,0,1955-12-30,Technical Writer,Manufacturing,Affluent Customer,N,Yes,15,66,4915.7699999999995
188,487,Elayne,Braiden,Female,70,1979-09-19,Food Chemist,Health,Mass Customer,N,No,10,42,687.5100000000001
189,488,Domini,Ghelerdini,Female,24,1980-07-11,Help Desk Operator,Property,Mass Customer,N,Yes,10,41,1172.1
190,489,Tresa,Reeks,Female,18,1971-05-31,Senior Editor,Retail,Mass Customer,N,Yes,4,50,2073.68
191,490,Lida,Boynton,Female,44,1992-06-15,Environmental Tech,Argiculture,Mass Customer,N,No,6,29,4593.01
192,493,Tommie,Banbridge,Female,83,1960-09-13,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,5,61,151.93999999999997
193,496,Korry,Cosgrove,Female,25,1976-01-28,Engineer II,Financial Services,Affluent Customer,N,Yes,11,45,1310.77
194,498,Emmalee,Sketcher,Female,58,1978-04-30,VP Sales,Manufacturing,High Net Worth,N,Yes,10,43,4982.410000000001
195,502,Rica,Raveau,Female,39,1970-12-24,Teacher,Manufacturing,Mass Customer,N,No,18,51,2508.8100000000004
196,506,Brett,Scrancher,Female,43,1985-02-14,Health Coach II,Retail,Mass Customer,N,No,21,36,6985.24
197,508,Abagail,Tordiffe,Female,94,1971-01-18,Project Manager,Property,Mass Customer,N,Yes,11,50,2587.54
198,511,Theo,Tolmie,Female,92,1982-12-02,Dental Hygienist,Health,High Net Worth,N,No,10,39,2782.8799999999997
199,515,Winna,Verny,Female,55,1989-09-04,Help Desk Operator,IT,High Net Worth,N,No,8,32,5916.69
200,517,Iona,Fidgeon,Female,73,1985-08-20,Chief Design Engineer,Property,Mass Customer,N,Yes,3,36,2632.16
201,520,Jazmin,Neumann,Female,66,1964-08-09,VP Quality Control,Financial Services,Affluent Customer,N,Yes,15,57,819.2600000000001
202,521,Peri,Hovie,Female,29,1978-12-19,Help Desk Operator,Health,High Net Worth,N,No,16,43,624.9000000000001
203,523,Elberta,Tixall,Female,44,1974-11-24,Senior Financial Analyst,Financial Services,Affluent Customer,N,Yes,16,47,2795.7700000000004
204,524,Florence,Held,Female,16,1962-09-09,Nurse,Retail,Mass Customer,N,No,11,59,2024.53
205,527,Lorilyn,Topaz,Female,81,1990-10-19,VP Quality Control,Financial Services,Mass Customer,N,Yes,9,31,1694.76
206,528,Gayel,Downs,Female,10,1979-06-06,Registered Nurse,Health,Mass Customer,N,No,4,42,4175.150000000001
207,531,Modesty,Fletcher,Female,94,1993-08-26,Senior Cost Accountant,Financial Services,High Net Worth,N,No,1,28,1761.46
208,532,Row,Mawditt,Female,25,1961-01-14,Community Outreach Specialist,Financial Services,Affluent Customer,N,No,19,60,2963.81
209,536,Jannelle,Leist,Female,64,1959-04-07,Recruiting Manager,Manufacturing,Affluent Customer,N,No,16,62,2832.0599999999995
210,537,Raine,Sneezum,Female,16,1989-03-26,Structural Engineer,Entertainment,High Net Worth,N,No,7,32,825.73
211,538,Millicent,Wiffler,Female,33,1956-10-21,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,5,65,6447.15
212,540,Tresa,Dy,Female,80,2001-04-28,Chemical Engineer,Manufacturing,Mass Customer,N,No,1,20,1821.0300000000002
213,542,Berri,McManamen,Female,78,1967-01-14,Accountant III,Manufacturing,Mass Customer,N,No,18,54,2098.52
214,545,Alecia,Crosse,Female,43,1978-06-04,Project Manager,Health,Mass Customer,N,Yes,18,43,5665.789999999999
215,546,Jorie,Pigott,Female,80,1981-02-24,Information Systems Manager,Health,Mass Customer,N,Yes,12,40,4449.53
216,547,Andee,Robjant,Female,22,1996-05-14,Sales Associate,Health,Mass Customer,N,No,5,25,2901.1899999999996
217,551,Florence,Muldoon,Female,8,1987-08-10,Structural Engineer,Financial Services,High Net Worth,N,No,9,34,2850.0
218,553,Charlean,Fantone,Female,62,1979-05-12,Senior Sales Associate,Argiculture,Affluent Customer,N,Yes,7,42,2566.27
219,554,Esmaria,Dobbison,Female,33,1955-05-06,Graphic Designer,Health,Mass Customer,N,Yes,7,66,1670.6699999999998
220,559,Erma,Vyel,Female,39,1988-03-05,Payment Adjustment Coordinator,Retail,High Net Worth,N,Yes,16,33,1824.48
221,560,Dorree,Sanja,Female,1,1953-10-11,Social Worker,Health,Affluent Customer,N,No,8,68,3583.46
222,564,Nettie,Iddy,Female,7,1983-11-07,Operator,Retail,High Net Worth,N,No,7,38,2143.39
