,customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,age,earnings
32,64,Gerek,Yve,Male,73,1978-03-25,Legal Assistant,IT,High Net Worth,N,No,4,43,546.6799999999998
33,65,Yale,Tanser,Male,21,1976-04-01,Information Systems Manager,Financial Services,Affluent Customer,N,Yes,15,45,3799.97
34,70,Foster,Vannoort,Male,78,1993-02-27,Paralegal,Financial Services,Affluent Customer,N,No,8,28,2736.9
35,71,Hoyt,Glavias,Male,30,1985-01-27,Research Associate,Argiculture,Affluent Customer,N,Yes,12,36,155.6500000000001
36,72,Sammy,Cheese,Male,93,1972-02-13,Administrative Officer,Manufacturing,Affluent Customer,N,Yes,16,49,2559.7799999999997
37,75,Dollie,Sealy,Female,28,1978-07-15,VP Product Management,Property,Mass Customer,N,No,19,43,4979.94
38,76,Rea,Hasser,Female,20,1978-01-23,Statistician II,Retail,High Net Worth,N,Yes,18,43,2868.16
39,77,Shermie,Andrin,Male,79,1989-09-12,Automation Specialist IV,Financial Services,Mass Customer,N,No,7,32,1657.5800000000002
40,78,Arch,Van der Kruis,Male,37,1985-03-12,Business Systems Development Analyst,Argiculture,Affluent Customer,N,No,8,36,82.25999999999999
41,79,Tybi,Silliman,Female,76,1968-10-02,Account Executive,Manufacturing,Mass Customer,N,No,18,53,1860.29
42,80,Pablo,Small,Male,11,1978-04-24,Data Coordiator,Entertainment,Mass Customer,N,No,13,43,5988.86
43,82,Gleda,Cokely,Female,93,1965-06-28,Software Test Engineer III,Property,High Net Worth,N,No,19,56,2924.37
44,83,Kerr,Simmell,Male,97,1967-02-26,Internal Auditor,IT,Mass Customer,N,Yes,18,54,1798.2
45,86,Job,Sleney,Male,75,1989-03-04,Occupational Therapist,Health,High Net Worth,N,Yes,7,32,2360.09
46,87,Fields,Langdon,Male,78,1974-04-23,Editor,Financial Services,Mass Customer,N,No,8,47,3740.7599999999998
47,88,Malynda,Tumber,Female,41,1966-02-03,Help Desk Operator,Property,High Net Worth,N,Yes,7,55,2534.3300000000004
48,89,Benedicto,Hoxey,Male,74,1967-01-22,Speech Pathologist,Health,Mass Customer,N,Yes,14,54,5779.650000000001
49,90,Cary,Garron,Male,76,1984-11-12,Quality Control Specialist,Manufacturing,Mass Customer,N,No,11,37,2990.73
50,92,Jodee,Judkins,Female,98,1980-09-11,Recruiting Manager,Health,Mass Customer,N,No,12,41,2967.4399999999996
51,93,Gordon,Gowar,Male,63,1976-07-16,Project Manager,Retail,Mass Customer,N,Yes,10,45,2976.41
52,94,Wallache,Simchenko,Male,33,1974-08-07,Civil Engineer,Manufacturing,Mass Customer,N,No,21,47,4902.21
53,95,Nomi,Mallinder,Female,67,1960-12-25,Software Engineer III,Manufacturing,Affluent Customer,N,Yes,8,61,3050.8099999999995
54,96,Heath,Olford,Male,33,1968-08-31,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,15,53,1135.25
55,97,Arne,Corain,Male,16,1979-07-27,Community Outreach Specialist,Financial Services,Mass Customer,N,Yes,10,42,4911.21
56,100,Tripp,Steed,Male,80,1968-05-11,General Manager,Financial Services,Mass Customer,N,Yes,4,53,877.4
57,101,Goran,Kwietek,Male,83,1975-12-29,Nurse Practicioner,Manufacturing,High Net Worth,N,No,11,46,2589.89
58,104,Odille,Panketh,Female,40,1978-06-06,Automation Specialist II,Health,Mass Customer,N,Yes,9,43,3112.8000000000006
59,107,Pris,Stallebrass,Female,97,1990-07-01,Nurse Practicioner,Financial Services,Mass Customer,N,Yes,9,31,2343.9700000000003
60,112,Shena,Parren,Female,88,1975-08-12,Marketing Manager,Retail,High Net Worth,N,No,12,46,5742.19
61,114,Sunny,Swindells,Female,10,1985-10-23,Teacher,Entertainment,Affluent Customer,N,No,8,36,2195.26
62,115,Alberik,Mereweather,Male,77,1981-12-21,Account Executive,Health,Mass Customer,N,No,18,40,3135.87
63,117,Nance,Suttling,Female,75,1982-02-23,Marketing Manager,Manufacturing,Mass Customer,N,No,15,39,6917.34
64,120,Sloan,Wagg,Male,80,1978-09-02,Legal Assistant,Financial Services,High Net Worth,N,Yes,4,43,869.3200000000003
65,121,Myles,Pauncefort,Male,82,1957-10-02,Graphic Designer,Manufacturing,Mass Customer,N,No,15,64,2892.0899999999997
66,122,Colver,Itter,Male,87,1979-04-19,Quality Control Specialist,Financial Services,Mass Customer,N,Yes,12,42,2695.2200000000003
67,123,Almeta,Kalinsky,Female,85,1988-12-03,Analyst Programmer,Financial Services,High Net Worth,N,No,15,33,3245.75
68,124,Kath,Cunney,Female,27,1995-05-03,Administrative Assistant II,Health,High Net Worth,N,Yes,5,26,4054.25
69,125,Darrelle,Antoniewski,Female,94,1960-03-17,Computer Systems Analyst II,Property,Mass Customer,N,No,16,61,3345.01
70,126,Norman,Cliff,Male,53,1992-10-15,Administrative Officer,Health,Mass Customer,N,Yes,3,29,1096.46
71,127,Merrili,Whitear,Female,81,1974-12-03,Compensation Analyst,Financial Services,Mass Customer,N,No,19,47,3993.71
72,128,Isidro,Cypler,Male,73,1977-07-17,Systems Administrator III,Property,Mass Customer,N,Yes,12,44,2193.06
73,129,Weidar,Silkstone,Male,64,1985-07-20,Financial Advisor,Financial Services,High Net Worth,N,Yes,19,36,2753.75
74,131,Jana,Renyard,Female,57,1964-10-16,Administrative Officer,Retail,High Net Worth,N,No,8,57,5494.91
75,132,Celesta,Willavoys,Female,5,1963-07-07,Web Designer I,Manufacturing,Mass Customer,N,Yes,9,58,2780.7200000000003
76,133,Eldridge,Fiddeman,Male,12,1977-06-13,VP Accounting,Financial Services,Mass Customer,N,Yes,16,44,803.8900000000001
77,135,Rosalia,Sigart,Female,18,1975-01-18,Internal Auditor,IT,Mass Customer,N,No,3,46,4549.5
78,136,Mel,Bennet,Male,46,1973-05-26,Senior Developer,Manufacturing,High Net Worth,N,Yes,7,48,3543.2000000000003
79,137,Vaughn,Artin,Male,27,1987-11-21,Office Assistant II,Property,High Net Worth,N,No,10,34,1496.4499999999998
80,138,Onofredo,Franc,Male,5,1985-04-28,Recruiter,Financial Services,Affluent Customer,N,Yes,13,36,3377.12
81,140,Morrie,Flaxon,Male,9,1994-05-20,Programmer Analyst III,Manufacturing,Mass Customer,N,No,2,27,2699.9
82,142,Bentley,Fortesquieu,Male,57,1967-08-07,Quality Engineer,Health,Affluent Customer,N,No,17,54,3917.3399999999997
83,143,Kendall,Figg,Male,19,1957-09-01,Operator,Argiculture,Mass Customer,N,Yes,11,64,2474.77
84,146,Ricoriki,Matlock,Male,34,1985-04-08,Quality Control Specialist,Manufacturing,Mass Customer,N,No,8,36,217.05999999999995
85,147,Rea,Pattrick,Female,32,1973-12-06,Analog Circuit Design manager,Health,Mass Customer,N,Yes,10,48,5034.16
86,149,Drucy,Kausche,Female,41,1995-01-31,Research Nurse,Health,Mass Customer,N,Yes,1,26,1680.6599999999999
87,150,Bradly,Crosse,Male,6,1983-08-23,Cost Accountant,Financial Services,Affluent Customer,N,No,17,38,2446.51
88,151,Donnie,Brimson,Male,36,1965-01-31,Marketing Manager,Manufacturing,Mass Customer,N,Yes,13,56,5665.410000000001
89,152,Stephana,Cardew,Female,5,1981-03-03,Compensation Analyst,Financial Services,Mass Customer,N,No,16,40,1966.88
90,153,Lorilyn,Walshe,Female,73,1977-07-28,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,12,44,5522.509999999999
91,155,Orran,Bogges,Male,4,1985-12-28,Quality Engineer,Manufacturing,Mass Customer,N,No,10,36,1088.42
92,156,Shayla,Rimmington,Female,23,1979-09-09,Cost Accountant,Financial Services,Mass Customer,N,Yes,11,42,3095.3699999999994
93,157,Chad,Houtby,Male,97,1974-11-23,Financial Advisor,Financial Services,Affluent Customer,N,No,16,47,294.0099999999999
94,159,Arin,Matskevich,Male,90,1987-05-12,Research Nurse,Health,Affluent Customer,N,No,13,34,2935.3700000000003
95,160,Wake,Durning,Male,5,1964-07-15,Registered Nurse,Health,Mass Customer,N,No,18,57,2614.1600000000003
96,162,Port,Acuna,Male,90,1979-08-12,Nurse Practicioner,IT,Mass Customer,N,No,15,42,1329.61
97,163,Kessia,Helder,Female,58,1976-09-06,Librarian,Entertainment,High Net Worth,N,Yes,14,45,1101.28
98,165,Aldon,Roelofs,Male,61,1984-03-25,Administrative Officer,Argiculture,Mass Customer,N,Yes,12,37,6107.04
99,169,Alfy,Bruhnke,Male,20,1957-10-19,Data Coordiator,Telecommunications,High Net Worth,N,Yes,5,64,696.26
100,170,Jammal,Gever,Male,80,1975-06-02,Pharmacist,Health,High Net Worth,N,No,21,46,1779.68
101,171,Halli,Davidoff,Female,62,1970-12-04,Assistant Manager,Manufacturing,Mass Customer,N,No,10,51,4833.14
102,172,Hilton,Carney,Male,54,1988-09-12,Editor,Manufacturing,Affluent Customer,N,Yes,6,33,2348.66
103,174,Catie,Tosspell,Female,93,1989-11-26,Food Chemist,Health,Mass Customer,N,No,12,32,7628.24
104,175,Templeton,Hambrook,Male,36,1975-11-28,Quality Engineer,Manufacturing,Affluent Customer,N,No,5,46,2170.54
105,176,Angelo,Clayal,Male,39,1992-04-13,Accountant I,Property,Mass Customer,N,No,10,29,3025.56
106,177,Ondrea,Pablos,Female,25,1989-11-09,Professor,Financial Services,High Net Worth,N,No,4,32,4108.599999999999
107,179,Esteban,Sewill,Male,23,1966-05-11,Environmental Tech,Manufacturing,High Net Worth,N,Yes,6,55,1814.59
108,180,Trisha,Neasham,Female,16,1971-09-17,Web Designer III,Argiculture,Affluent Customer,N,No,14,50,4065.35
109,181,Pavla,Braunle,Female,49,1982-11-21,Senior Editor,Manufacturing,Mass Customer,N,No,9,39,2365.24
110,182,Lydon,Dahlman,Male,99,1992-11-20,Sales Associate,Financial Services,Affluent Customer,N,Yes,7,29,5409.120000000001
111,184,Nappie,Paolo,Male,40,1971-12-13,Marketing Manager,Manufacturing,High Net Worth,N,Yes,7,50,2181.35
112,186,Mireielle,Jeppe,Female,46,1974-05-06,Software Test Engineer I,Financial Services,Mass Customer,N,No,3,47,2166.17
113,188,Audry,Seine,Female,54,1975-06-22,Safety Technician II,Property,High Net Worth,N,Yes,13,46,2658.87
114,189,Umberto,Torricella,Male,73,1981-07-19,Safety Technician I,Financial Services,Affluent Customer,N,No,10,40,5329.98
115,190,Hayley,Girardengo,Female,42,1979-02-04,Registered Nurse,Health,Affluent Customer,N,No,10,42,704.2800000000002
116,192,Goldi,Osler,Female,2,1978-11-19,Junior Executive,Health,Mass Customer,N,Yes,8,43,1519.4700000000003
117,193,Foss,Hardes,Male,13,1964-07-22,Recruiting Manager,Manufacturing,Mass Customer,N,Yes,12,57,2551.5
118,194,Ursala,Ferrai,Female,4,1974-11-16,Web Developer III,Financial Services,Affluent Customer,N,No,10,47,2608.28
119,195,Talyah,Rylatt,Female,34,1958-11-14,Project Manager,Manufacturing,Mass Customer,N,No,6,63,9633.41
120,196,Swen,Odhams,Male,90,1966-02-22,Programmer Analyst II,Manufacturing,High Net Worth,N,No,6,55,3737.9999999999995
121,198,Vanya,Gumb,Female,82,1981-11-29,Assistant Media Planner,Entertainment,Mass Customer,N,No,16,40,6631.87
122,199,Verla,Alven,Female,61,1978-02-13,Junior Executive,Health,Mass Customer,N,Yes,21,43,2650.53
123,200,Hube,Weald,Male,7,1957-02-04,Physical Therapy Assistant,Property,Affluent Customer,N,Yes,19,64,7283.86
124,201,Salem,Huie,Male,45,1966-04-20,Design Engineer,Manufacturing,Mass Customer,N,Yes,11,55,4369.02
125,202,Audie,Pillinger,Female,38,1963-06-24,Librarian,Entertainment,Affluent Customer,N,Yes,16,58,1295.91
126,203,Donovan,Conry,Male,71,1964-01-13,Senior Quality Engineer,Argiculture,Mass Customer,N,Yes,11,57,1481.1200000000001
127,204,Thorny,Hackworth,Male,56,1976-10-01,Editor,Financial Services,Mass Customer,N,No,5,45,6287.29
128,205,Rolfe,Kellard,Male,18,1958-12-01,Administrative Assistant II,Financial Services,Mass Customer,N,Yes,6,63,2008.2699999999998
129,208,Rutter,Excell,Male,57,1994-10-31,Office Assistant III,Property,High Net Worth,N,No,5,27,3342.02
130,210,Albrecht,Thomasson,Male,50,1963-11-18,Assistant Manager,Property,Mass Customer,N,No,18,58,2957.03
131,213,Lockwood,Exroll,Male,13,1996-05-14,Actuary,Financial Services,High Net Worth,N,Yes,6,25,7534.4800000000005
132,214,Jeramie,Cellier,Male,82,1957-11-29,Food Chemist,Health,Mass Customer,N,No,6,64,1595.7299999999998
133,215,Debera,Foxworthy,Female,37,1974-06-24,Assistant Professor,Retail,High Net Worth,N,Yes,18,47,3889.3900000000003
134,216,Cinderella,Parcall,Female,12,1995-01-12,Quality Engineer,Financial Services,High Net Worth,N,Yes,7,26,2152.05
135,218,Stefa,Dunnan,Female,37,1993-08-06,Administrative Officer,Property,High Net Worth,N,Yes,8,28,1476.17
136,219,Markus,Mughal,Male,9,1964-11-25,Database Administrator III,Health,Mass Customer,N,No,7,57,1688.33
137,221,Mara,Bloore,Female,14,1980-03-10,Tax Accountant,Manufacturing,Mass Customer,N,No,14,41,3865.6800000000003
138,222,Nev,Larive,Male,89,1978-09-03,Clinical Specialist,Health,Mass Customer,N,No,16,43,1428.06
139,224,Morgun,Girvan,Male,2,1967-12-03,Compensation Analyst,Financial Services,Affluent Customer,N,No,17,54,3692.09
140,225,Brittaney,Pring,Female,84,1977-03-11,Pharmacist,Health,Affluent Customer,N,No,13,44,1587.5500000000002
141,226,Bondie,Letty,Male,96,1977-11-11,Database Administrator IV,Manufacturing,Mass Customer,N,No,20,44,1173.8600000000001
142,227,Wendall,McKeand,Male,99,1973-08-14,Accountant I,Entertainment,Mass Customer,N,No,18,48,3906.03
143,228,Lucia,Pickervance,Female,59,1986-05-25,Systems Administrator II,Manufacturing,High Net Worth,N,No,12,35,3719.75
144,231,Basile,Winsor,Male,48,1995-08-05,Design Engineer,Financial Services,Mass Customer,N,Yes,3,26,2344.5200000000004
145,232,Zaria,Koeppke,Female,94,1987-11-11,Professor,Retail,Mass Customer,N,No,12,34,3157.59
146,233,Art,Barwell,Male,34,1986-08-08,Environmental Tech,Property,Mass Customer,N,No,13,35,2187.09
147,234,Mead,Alpes,Female,71,1969-08-12,Chief Design Engineer,Retail,High Net Worth,N,No,12,52,5763.129999999999
148,235,Leona,Phateplace,Female,30,1976-12-26,Social Worker,Health,Mass Customer,N,No,15,45,4685.82
149,237,Reginald,Dartan,Male,18,1974-03-07,Account Coordinator,Property,High Net Worth,N,Yes,11,47,3635.04
150,239,Wells,Pressman,Male,62,1992-12-13,Registered Nurse,Health,Affluent Customer,N,No,3,29,5928.23
151,240,Gavin,Fawks,Male,49,1989-07-28,Administrative Assistant III,IT,High Net Worth,N,Yes,15,32,2338.2099999999996
152,241,Quillan,Duigan,Male,94,1987-05-09,Quality Engineer,Entertainment,Mass Customer,N,No,20,34,1922.82
153,242,Taite,Droghan,Male,17,1992-03-20,Nurse,Property,Affluent Customer,N,No,8,29,2558.7
154,243,Barbara,Croxley,Female,94,1976-09-02,Teacher,Manufacturing,High Net Worth,N,Yes,14,45,2193.55
155,246,Binny,Whight,Female,63,1991-02-28,Technical Writer,Manufacturing,High Net Worth,N,No,9,30,3174.16
156,247,Kristal,Joysey,Female,62,1983-05-06,Staff Accountant II,Financial Services,High Net Worth,N,Yes,13,38,4913.16
157,248,Inger,Eskell,Female,76,1978-04-15,Clinical Specialist,Health,Affluent Customer,N,Yes,12,43,3193.3199999999997
158,249,D'arcy,Slay,Male,65,1992-09-13,Quality Control Specialist,IT,High Net Worth,N,No,9,29,2236.1299999999997
159,252,Anthea,Ruskin,Female,39,1983-01-24,Account Coordinator,Property,Mass Customer,N,Yes,13,38,2597.64
160,254,Barbie,Rubi,Female,98,1961-09-22,Information Systems Manager,Retail,Mass Customer,N,No,14,60,6780.95
161,256,Linell,Beadle,Female,16,1975-05-07,Director of Sales,Health,High Net Worth,N,Yes,21,46,1728.6599999999999
162,258,Othella,Keher,Female,24,1992-05-03,Administrative Officer,Manufacturing,High Net Worth,N,No,9,29,1642.58
163,259,Venita,Dymick,Female,70,1983-07-22,Senior Developer,Health,High Net Worth,N,Yes,3,38,2124.65
164,260,Farand,Marriner,Female,47,1979-08-30,Senior Quality Engineer,Health,High Net Worth,N,Yes,22,42,3381.41
165,263,Tonia,Leigh,Female,89,1985-11-19,Dental Hygienist,Health,High Net Worth,N,No,7,36,3476.94
166,264,Jedd,Spiby,Male,31,1977-12-07,Technical Writer,Health,Mass Customer,N,No,11,44,1025.2999999999997
167,265,Pennie,Stoile,Male,74,1965-10-05,Sales Representative,Retail,High Net Worth,N,Yes,18,56,2692.9100000000003
168,266,Lelia,Garatty,Female,69,1989-07-19,Account Executive,Retail,Affluent Customer,N,No,18,32,1742.83
169,268,Kacie,Kidston,Female,60,1978-10-18,Chemical Engineer,Manufacturing,Mass Customer,N,No,10,43,2713.19
170,271,Doll,Burtwell,Female,51,1991-02-13,Financial Advisor,Financial Services,Mass Customer,N,No,4,30,1026.2700000000002
171,272,Arlie,Crean,Female,22,1987-06-06,Product Engineer,Retail,Mass Customer,N,Yes,1,34,3842.0699999999997
172,274,Tessi,Hesse,Female,66,1976-09-15,Social Worker,Health,Mass Customer,N,Yes,14,45,790.0600000000001
173,279,Tamera,Hinckes,Female,0,1981-09-09,Web Designer I,Manufacturing,Mass Customer,N,No,11,40,2455.93
174,281,Jeanette,Sizzey,Female,51,1972-12-27,Cost Accountant,Financial Services,High Net Worth,N,Yes,8,49,2233.67
175,282,Lauren,Curcher,Male,82,1989-10-27,VP Quality Control,Argiculture,High Net Worth,N,Yes,11,32,624.15
176,283,Sari,Noye,Female,34,1991-02-04,Assistant Manager,Retail,Mass Customer,N,No,2,30,4792.789999999999
177,284,Seth,Moorman,Male,38,1986-04-11,Financial Analyst,Financial Services,High Net Worth,N,Yes,9,35,3251.4199999999996
178,285,Julee,Janovsky,Female,3,1977-11-19,Community Outreach Specialist,Manufacturing,Mass Customer,N,No,12,44,2626.74
179,286,Kiley,Canaan,Male,99,1989-08-01,Accounting Assistant II,Manufacturing,Affluent Customer,N,Yes,11,32,1954.7
180,287,Hannie,Wodham,Female,41,1985-05-06,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,4,36,1408.91
181,289,Modestia,Lithgow,Female,43,1970-04-12,Clinical Specialist,Health,High Net Worth,N,No,10,51,3924.11
182,291,Aime,Burston,Female,63,1971-10-22,Assistant Media Planner,Entertainment,Mass Customer,N,No,4,50,605.01
183,293,Virgilio,Willcocks,Male,80,1989-12-10,Administrative Assistant III,Manufacturing,Mass Customer,N,Yes,20,32,1991.9300000000003
184,297,Cecile,MacLise,Female,33,1959-04-27,Electrical Engineer,Manufacturing,High Net Worth,N,No,16,62,3599.1800000000003
185,301,Hildy,Bilbrook,Female,54,1980-10-10,Developer IV,Manufacturing,High Net Worth,N,No,19,41,89.71000000000001
186,303,Shane,Smetoun,Female,59,1974-08-15,Assistant Professor,Argiculture,Mass Customer,N,Yes,14,47,3247.08
187,304,Paddy,Mumbray,Male,36,1969-03-27,VP Marketing,Manufacturing,Mass Customer,N,Yes,15,52,2785.0400000000004
188,305,Cris,Chellam,Female,1,1974-03-17,Financial Analyst,Financial Services,Mass Customer,N,No,11,47,2229.2799999999997
189,306,Ruy,Adanet,Male,19,1973-08-02,Registered Nurse,Health,High Net Worth,N,No,18,48,239.35000000000002
190,307,Ruben,Handlin,Male,55,1984-08-18,Clinical Specialist,Health,Affluent Customer,N,Yes,12,37,3660.95
191,308,Iver,Dobsons,Male,2,1983-03-09,Database Administrator I,IT,High Net Worth,N,No,4,38,4086.21
192,309,Maurizia,Ligerton,Female,53,1974-10-02,Clinical Specialist,Health,Mass Customer,N,Yes,21,47,2208.58
193,310,Myranda,Clowser,Female,0,1985-02-13,Account Coordinator,Financial Services,Mass Customer,N,Yes,18,36,4744.19
194,311,Jaimie,Halms,Female,86,1957-08-16,Internal Auditor,Health,High Net Worth,N,No,12,64,4054.4800000000005
195,312,Garek,Prattin,Male,44,1958-03-17,Desktop Support Technician,Financial Services,Affluent Customer,N,Yes,6,63,4570.38
196,313,Theo,McKune,Male,70,1987-12-22,Operator,Manufacturing,Mass Customer,N,Yes,13,34,3186.6300000000006
197,314,Catie,Advani,Female,27,1962-08-25,Marketing Assistant,Retail,High Net Worth,N,Yes,5,59,3200.15
198,315,Lisa,Odlin,Female,67,1958-04-16,Chief Design Engineer,Manufacturing,Affluent Customer,N,No,12,63,2200.11
199,316,Genni,Larway,Female,72,1976-06-01,Environmental Specialist,Manufacturing,Mass Customer,N,Yes,10,45,2158.71
200,317,Elicia,Dahler,Female,26,1974-02-10,Automation Specialist II,Entertainment,Mass Customer,N,Yes,14,47,2766.2700000000004
201,318,Libbie,Castelin,Female,21,1969-05-19,Programmer III,Retail,Affluent Customer,N,Yes,18,52,3632.1800000000003
202,322,De,Denington,Female,19,1977-03-10,Research Associate,Financial Services,Mass Customer,N,Yes,11,44,10336.77
203,323,Celka,Goodrich,Female,54,1973-06-04,Senior Developer,Health,Mass Customer,N,Yes,7,48,2020.73
204,324,Franz,Lyptrit,Male,97,1986-08-05,Computer Systems Analyst I,IT,Mass Customer,N,Yes,15,35,1779.6999999999998
205,325,Anthia,Ghilardini,Female,98,1971-09-26,Computer Systems Analyst I,Financial Services,Affluent Customer,N,Yes,17,50,4465.08
206,326,Guenna,Spensly,Female,74,1980-02-16,Help Desk Operator,Financial Services,Mass Customer,N,No,6,41,1201.2499999999998
207,327,Cris,Richfield,Female,10,1968-07-24,Design Engineer,Health,Mass Customer,N,No,12,53,3498.63
208,328,Bernice,Kings,Female,87,1991-04-11,Senior Developer,Manufacturing,Mass Customer,N,No,12,30,2357.8
209,329,Garvy,Berthel,Male,25,1984-11-20,Account Representative IV,Entertainment,High Net Worth,N,Yes,12,37,3618.01
210,330,Port,Pancost,Male,78,1959-06-03,Recruiting Manager,Manufacturing,High Net Worth,N,Yes,7,62,5296.799999999999
211,332,Liza,Trouel,Female,23,1978-08-19,Registered Nurse,Health,High Net Worth,N,No,14,43,239.35000000000002
212,333,Debbi,Doohey,Female,25,1965-06-20,Sales Associate,Financial Services,Affluent Customer,N,Yes,8,56,3186.7200000000003
213,337,Shaylah,Urquhart,Female,67,1979-10-08,Statistician IV,Argiculture,High Net Worth,N,Yes,12,42,3388.8199999999997
214,339,Nanny,Casero,Female,56,1980-01-11,Human Resources Manager,Health,Mass Customer,N,No,12,41,4327.24
215,341,Jeremiah,Wasling,Male,10,1976-08-25,GIS Technical Architect,Financial Services,Mass Customer,N,No,5,45,955.0799999999999
216,342,Winslow,Hammant,Male,40,1987-05-19,Programmer IV,Health,High Net Worth,N,No,2,34,468.8599999999999
217,343,Nicole,Johananoff,Female,76,1957-08-14,Recruiter,Property,Affluent Customer,N,No,13,64,5193.5599999999995
218,345,Tish,Oleksiak,Female,74,1989-02-03,Senior Sales Associate,Health,High Net Worth,N,Yes,17,32,3971.46
219,346,Timmie,Eisikowitz,Male,68,1981-03-15,Financial Analyst,Financial Services,Mass Customer,N,No,3,40,6420.7
220,347,Berkly,Grishinov,Male,50,1965-06-06,Marketing Manager,Financial Services,Mass Customer,N,No,9,56,8326.369999999999
221,348,Gan,Devoy,Male,20,1980-11-01,Assistant Professor,Retail,Mass Customer,N,Yes,9,41,2071.99
222,349,Vinnie,Usherwood,Female,35,1981-04-15,Computer Systems Analyst IV,Manufacturing,High Net Worth,N,No,4,40,1669.26
223,350,Carmela,Jesper,Female,47,1977-12-09,Clinical Specialist,Health,Mass Customer,N,Yes,9,44,1008.7100000000003
